"","Despacho","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","cluster"
"16805794",0,0.28,0.44,0.26,0.02,0.03,5
"16805850",0,0,0.74,0,0.26,0,5
"16805854",0,0,0.93,0,0.07,0.08,5
"16806047",0,0,0,0,1,0,1
"16806130",0,0,0,0,1,0,1
"16806144",0,0,0,1,0,0.07,4
"16806386",0,0,0,0,1,0,1
"16806488",0,0.68,0,0.32,0,0.02,3
"16806669",0,0,0,1,0,0.02,2
"16806864",0,0,0,0,1,0,1
"16807436",0,0,0,1,0,0,2
"16807585",0,0,0,0,1,0,1
"16808118",0,0,0,1,0,0,2
"16808200",0,0,0,0,1,0,1
"16808248",0,0,0,0.33,0.67,0,1
"16808459",0,0,0,1,0,0,2
"16808480",0,0,1,0,0,0.05,5
"16808628",0,0,0,1,0,0,2
"16808684",0,0,1,0,0,0,5
"16808989",0,0,0,0,1,0,1
"16810163",0.1,0,0,0.9,0,0,2
"16811457",0.06,0,0.94,0,0,0,5
"16811561",0,0,0,0,1,0,1
"16812425",0,0.09,0,0.91,0,0.05,4
"16812734",0,0.05,0.1,0.85,0,0.1,4
"16812861",0,0,1,0,0,0.16,5
"16814522",0,0,1,0,0,0,5
"16814811",0,0,0.98,0,0.02,0.08,5
"16814909",0,0,0,1,0,0,2
"16814939",0,0,0.92,0,0.08,0.17,5
"16815428",0,0,0,0,1,0,1
"16815469",0,0,0.88,0,0.12,0.1,5
"16815517",0,1,0,0,0,0,3
"16816018",0,1,0,0,0,0,3
"16816232",0,0,1,0,0,0.05,5
"16816292",0,0,0,1,0,0,2
"16816302",0,0,0.94,0,0.06,0.13,5
"16816309",0,0.32,0,0.61,0.07,0.01,2
"16816573",0,0.37,0,0.63,0,0.05,4
"16816641",0,0,0,1,0,0,2
"16816676",0,0,0,0,1,0,1
"16816758",0,0,0,0,1,0,1
"16817011",0,0.04,0,0.96,0,0.17,4
"16817082",0,0,0,0,1,0,1
"16817228",0,0,0,1,0,0.08,4
"16817277",0,0,0.67,0,0.33,0.07,5
"16817336",0,0,0,0,1,0,1
"16817349",0,0,0.8,0,0.2,0.1,5
"16817352",0,0,0,1,0,0,2
"16817431",0,0,0,0,1,0,1
"16817440",0,0,0,0,1,0,1
"16817490",0,0.48,0,0.52,0,0,2
"16817566",0,0,0,0.81,0.19,0.02,2
"16817819",0,0,0,0,1,0,1
"16818724",0,0,1,0,0,0.05,5
"16818799",0,0.58,0,0.42,0,0.05,3
"16818912",0,0.33,0,0.67,0,0.04,2
"16819754",0,0.07,0.07,0.86,0,0.09,4
"16820565",0,0.22,0.17,0.61,0,0.07,4
"16820599",0,0,0,1,0,0.03,2
"16820703",0,0,0,1,0,0,2
"16821101",0,0.07,0.43,0.5,0,0.06,5
"16821236",0,0,1,0,0,0,5
"16821313",0,0,0.97,0.03,0,0.12,5
"16821760",0,0,1,0,0,0.1,5
"16821795",0,0,1,0,0,0.12,5
"16821814",0,1,0,0,0,0,3
"16821844",0,0,0,1,0,0.11,4
"16821923",0,0,1,0,0,0.12,5
"16821932",0,0,0,1,0,0.06,4
"16821967",0,0.03,0,0.97,0,0.11,4
"16822184",0,0.21,0,0.79,0,0,2
"16822555",0,0,0,1,0,0,2
"16822813",0,0,0.89,0,0.11,0.09,5
"16822828",0,0.03,0,0.85,0.12,0.02,2
"16823067",0,0.35,0.48,0.17,0,0.03,5
"16823328",0,0,0,1,0,0,2
"16823568",0,0,0,1,0,0,2
"16824132",0,0,0,0,1,0,1
"16824175",0,0,0,1,0,0.07,4
"16824197",0,0,0,1,0,0,2
"16824467",0,0,0,1,0,0.08,4
"16824642",0,0,0,0,1,0,1
"16824814",0,0,0,0,1,0,1
"16824851",0,0,0,0,1,0,1
"16825078",0,0,0,0,1,0,1
"16825401",0,0,0,0,1,0,1
"16825753",0,0,0,1,0,0,2
"16825982",0,0,0,1,0,0,2
"16826324",0,0,0.7,0.3,0,0.08,5
"16826327",0,0.13,0.56,0.31,0,0.09,5
"16826377",0,0,0.94,0.06,0,0.08,5
"16826424",0,0,0,1,0,0.12,4
"16826500",0,0,0,0.79,0.21,0.09,4
"16826501",0,0,0,1,0,0,2
"16826533",0,0.13,0.21,0.65,0,0.07,4
"16827094",0,0,0.76,0,0.24,0.12,5
"16827110",0,0,0,1,0,0.12,4
"16827307",0,0,0.82,0,0.18,0.08,5
"16827999",0,0,1,0,0,0.15,5
"16828437",0,0,1,0,0,0.35,5
"16828746",0,0.05,0.52,0.42,0,0.11,5
"16829123",0,0,0,1,0,0.1,4
"16829159",0,0.14,0.68,0.19,0,0.04,5
"16829290",0,0.59,0,0.41,0,0,3
"16829337",0,0.32,0.68,0,0,0.05,5
"16829449",0,0,1,0,0,0.04,5
"16830000",0,0,0,1,0,0.18,4
"16830235",0,0,0.6,0.32,0.08,0.03,5
"16830682",0,0,1,0,0,0,5
"16830880",0,0,0.37,0.57,0.06,0.04,2
"16830973",0,0,0,0,1,0,1
"16831192",0,0,0,1,0,0,2
"16831215",0,0,0.81,0,0.19,0.12,5
"16831329",0,0,0,1,0,0.09,4
"16831431",0,0,0,0.63,0.37,0,2
"16831702",0,0.56,0,0.08,0.36,0,3
"16831745",0,0,0,0,1,0,1
"16832120",0,0,0,1,0,0,2
"16832411",0,0,0,1,0,0,2
"16832468",0,0.08,0,0.92,0,0.14,4
"16832687",0,0.32,0,0.68,0,0.02,2
"16832781",0,0,0,1,0,0.17,4
"16833167",0,0.02,0.8,0.17,0,0.08,5
"16833325",0,0,0,1,0,0.11,4
"16834082",0,0,0,1,0,0,2
"16834360",0,0.14,0.76,0.09,0,0.12,5
"16834545",0,0,1,0,0,0.14,5
"16834847",0,0,0,1,0,0,2
"16835438",0.05,0,0.95,0,0,0,5
"16835500",0,0,0,1,0,0.1,4
"16835665",0,0,1,0,0,0.03,5
"16835735",0,0,0.66,0.34,0,0.1,5
"16837245",0,0,0,1,0,0,2
"16837511",0,0,0,1,0,0,2
"16837902",0,0.19,0,0.81,0,0,2
"16839350",0,0,0,1,0,0,2
"16840790",0,0,0,0,1,0,1
"16841227",0,0,0,0,1,0,1
"16841607",0,0,0,1,0,0,2
"16841667",0,0,0,1,0,0.02,2
"16841775",0,0,0,1,0,0.01,2
"16841896",0,0,0,1,0,0,2
"16842009",0,0,0.97,0,0.03,0.06,5
"16842148",0,0,1,0,0,0,5
"16842431",0,0,0,0,1,0,1
"16842435",0,0.01,0.33,0.66,0,0.06,4
"16842489",0,0.03,0.97,0,0,0.28,5
"16842593",0,1,0,0,0,0,3
"16842712",0,0.17,0,0.83,0,0.02,2
"16842768",0,0,0,0,1,0,1
"16842983",0,0,0,1,0,0.05,2
"16843073",0,0,0,1,0,0.05,2
"16843241",0,0,0.76,0.24,0,0.08,5
"16843258",0,0,1,0,0,0.04,5
"16843444",0,0,0.87,0,0.13,0,5
"16843630",0,0,0.91,0.06,0.04,0.04,5
"16843679",0,0,0,1,0,0,2
"16843884",0,0,0,0,1,0,1
"16844306",0,0.2,0.1,0.7,0,0.03,2
"16844448",0,0.05,0,0.95,0,0.09,4
"16845086",0,0,0,1,0,0.08,4
"16845407",0,0,0,0,1,0,1
"16845408",0,0,0.68,0.06,0.26,0,5
"16845605",0,0,1,0,0,0.12,5
"16845750",0,0,0,0,1,0,1
"16845934",0,0.01,0.86,0.13,0,0.08,5
"16846156",0,0,0,0,1,0,1
"16846867",0,0,0,0,1,0,1
"16846987",0,0,0.9,0.1,0,0.04,5
"16847078",0,0,0,0,1,0,1
"16847093",0,0,0.89,0,0.11,0.16,5
"16847132",0,0,0,0,1,0,1
"16847318",0,0,0.69,0,0.31,0,5
"16847424",0,0,0,0,1,0,1
"16847493",0,0,0,0,1,0,1
"16847535",0,0,0,0,1,0,1
"16848352",0,0.63,0,0.37,0,0,3
"16848477",0,0,0,0,1,0,1
"16849078",0,0,0,1,0,0.1,4
"16849199",0.4,0,0,0.6,0,0,2
"16850466",0,0.06,0,0.04,0.9,0,1
"16850569",0,1,0,0,0,0,3
"16850973",0,0.05,0.04,0.91,0,0.05,4
"16851121",0,0,0,1,0,0,2
"16851352",0,0,0,1,0,0.1,4
"16852575",0,0,0,0.82,0.18,0.04,2
"16852928",0,0,1,0,0,0.04,5
"16853034",0,0,1,0,0,0.02,5
"16853181",0.03,0,0,0.97,0,0,2
"16853285",0,0,0.82,0,0.18,0.03,5
"16853331",0,0.08,0.06,0.86,0,0.05,4
"16853757",0,0,0.94,0,0.06,0.03,5
"16853797",0,0,0,0,1,0,1
"16853951",0,0,1,0,0,0.08,5
"16853990",0,0,0.97,0,0.03,0.06,5
"16854150",0,0,0.97,0,0.03,0.04,5
"16854181",0,0,1,0,0,0.04,5
"16854303",0,0,1,0,0,0.14,5
"16854334",0,0,0,0,1,0,1
"16854427",0,0,0,1,0,0,2
"16854451",0,0,0,0,1,0,1
"16854826",0,0,0,0,1,0,1
"16855083",0,0,0,1,0,0,2
"16855754",0,0,0,0,1,0,1
"16856117",0,0,0,1,0,0.04,2
"16856213",0,0,0.85,0,0.15,0.05,5
"16856394",0,0,0,1,0,0,2
"16856672",0,0,1,0,0,0,5
"16856753",0,0,1,0,0,0,5
"16857240",0,0,0,0,1,0,1
"16857517",0,0,0.78,0.22,0,0.11,5
"16857523",0,0,0,1,0,0.11,4
"16857660",0,0,0,1,0,0.17,4
"16857840",0,0,0,1,0,0.14,4
"16857844",0,1,0,0,0,0,3
"16857878",0,0,0.98,0.02,0,0.05,5
"16858155",0,0.67,0,0.33,0,0.07,3
"16858211",0,0,0,1,0,0,2
"16858286",0,0,0,1,0,0,2
"16858307",0,0.09,0.51,0.4,0,0.06,5
"16858360",0,0.05,0.95,0,0,0.04,5
"16858378",0,0,0,1,0,0.06,4
"16858383",0,0,1,0,0,0.15,5
"16858464",0,0,0,1,0,0.12,4
"16858723",0,0,0,1,0,0.03,2
"16858755",0,0,1,0,0,0,5
"16858904",0,0,0.89,0.11,0,0.08,5
"16859007",0,0,1,0,0,0.33,5
"16859031",0,0,0,1,0,0,2
"16859366",0,0,0.78,0,0.22,0.05,5
"16859617",0,0,0,1,0,0.12,4
"16859674",0,0,1,0,0,0.29,5
"16860005",0,0.01,0.99,0,0,0.12,5
"16860110",0,0,0.92,0.08,0,0.09,5
"16860324",0,0.06,0.87,0.07,0,0.08,5
"16860491",0,0,0,1,0,0,2
"16860754",0,0,0,1,0,0,2
"16861217",0,1,0,0,0,0,3
"16861434",0,0,1,0,0,0,5
"16861660",0,0,0,1,0,0.08,4
"16861857",0,0,1,0,0,0,5
"16862135",0,0,0,0,1,0,1
"16862360",0,0,0,0,1,0,1
"16862496",0,0,0,1,0,0,2
"16863170",0.23,0,0,0.77,0,0,2
"16863681",0,0,0,0.84,0.16,0,2
"16864857",0,1,0,0,0,0,3
"16865555",0.23,0,0,0.77,0,0,2
"16867144",0,0.23,0.43,0.34,0,0.03,5
"16867291",0,0,0,1,0,0.02,2
"16867478",0,0,0,1,0,0,2
"16867559",0,0,0,1,0,0,2
"16867646",0,0,0,1,0,0,2
"16868475",0,0,0,1,0,0.01,2
"16869128",0,0,0.92,0.08,0,0.03,5
"16869257",0,0,0.57,0.43,0,0.03,5
"16869508",0,0,0,1,0,0,2
"16869827",0,0,1,0,0,0.23,5
"16870069",0,0,0.8,0,0.2,0.11,5
"16870094",0,0,0.78,0.22,0,0.14,5
"16870168",0,0,0,1,0,0,2
"16870247",0,0,0,0,1,0,1
"16870684",0,0,0,0,1,0,1
"16870861",0,0,0,0,1,0,1
"16870946",0,0,0.62,0.19,0.2,0.11,5
"16871046",0,1,0,0,0,0,3
"16871053",0,0,0,1,0,0.01,2
"16871123",0,0,0.9,0,0.1,0,5
"16871318",0,0,0.58,0.42,0,0,5
"16871461",0,0,0.22,0.73,0.05,0.01,2
"16871841",0,0,0,1,0,0.13,4
"16871879",0,0,0,0,1,0,1
"16872205",0,0,0,1,0,0,2
"16873033",0,0,0,1,0,0,2
"16873336",0,0,0,1,0,0.07,4
"16873956",0.08,0,0.92,0,0,0,5
"16874144",0,0,0,1,0,0,2
"16874408",0,0,0,1,0,0.09,4
"16874464",0,0.27,0.45,0.2,0.08,0.06,5
"16874485",0,0.19,0.6,0.21,0,0.02,5
"16874677",0,0.67,0,0.33,0,0.05,3
"16874981",0,0,1,0,0,0,5
"16875471",0,0,1,0,0,0.05,5
"16875671",0,1,0,0,0,0,3
"16876597",0,0,0,1,0,0,2
"16876662",0,0,0,0,1,0,1
"16876884",0,0,0,0,1,0,1
"16876966",0,0.37,0,0.61,0.02,0,2
"16878361",0,0,0,0,1,0,1
"16879494",0,0,0,0,1,0,1
"16879576",0,0,0,0,1,0,1
"16879853",0,0,0,1,0,0.15,4
"16879924",0,0,0,1,0,0,2
"16880631",0,0.84,0,0.16,0,0.02,3
"16881071",0,1,0,0,0,0,3
"16881160",0,0,0,0,1,0,1
"16881161",0,0,0.93,0.02,0.05,0.05,5
"16881234",0,0,0,0,1,0,1
"16881264",0,0.35,0,0.65,0,0.03,2
"16881606",0,0,1,0,0,0.06,5
"16881705",0,0,0,1,0,0,2
"16882141",0,0,0,0,1,0,1
"16882180",0,0,0.57,0.32,0.11,0,5
"16882371",0,1,0,0,0,0,3
"16882392",0,0,0,0,1,0,1
"16882472",0,0,0,1,0,0.06,4
"16882557",0,1,0,0,0,0,3
"16882786",0,0,0,0,1,0,1
"16882919",0,0,0,1,0,0,2
"16884522",0,0,0,1,0,0,2
"16884859",0,0,0,0,1,0,1
"16885476",0,1,0,0,0,0.04,3
"16885727",0,0.43,0,0.57,0,0.03,2
"16885875",0,0,1,0,0,0.04,5
"16885960",0,0,0,0,1,0,1
"16886531",0,0,0,1,0,0.02,2
"16886552",0,0,0,1,0,0.04,2
"16886608",0,0,0.54,0.46,0,0.09,5
"16887306",0,0,0,1,0,0.17,4
"16887670",0,0,0,1,0,0,2
"16887673",0,0,1,0,0,0.14,5
"16888722",0,0,1,0,0,0.04,5
"16889350",0,0,0.96,0,0.04,0.04,5
"16889417",0,0,0.55,0.45,0,0.12,5
"16889492",0,0.19,0.47,0.35,0,0.07,5
"16890013",0,0.14,0.86,0,0,0.04,5
"16890259",0,0,0,1,0,0,2
"16890474",0,0,0,1,0,0.1,4
"16891853",0,0,0,1,0,0,2
"16891977",0,0.83,0,0.17,0,0.01,3
"16892123",0,0.17,0.18,0.64,0,0.06,4
"16892487",0,0.16,0.05,0.79,0,0.03,2
"16892991",0,0,0,1,0,0.02,2
"16893041",0,0.3,0,0.7,0,0.07,4
"16893267",0,0,0,1,0,0,2
"16893482",0,0,0,0,1,0,1
"16893483",0,0,0,1,0,0,2
"16893729",0,0,0.92,0.01,0.06,0.07,5
"16893735",0,1,0,0,0,0,3
"16893837",0,0.03,0.97,0,0,0,5
"16893938",0,0,0.87,0,0.13,0,5
"16893954",0,1,0,0,0,0,3
"16894003",0,0,0,1,0,0,2
"16894038",0,1,0,0,0,0,3
"16894113",0,0,1,0,0,0.04,5
"16894141",0,0,0,1,0,0,2
"16894173",0,0,0,0,1,0,1
"16894201",0,0,0.85,0.13,0.02,0.07,5
"16894322",0,0.27,0.3,0.42,0.01,0.01,2
"16894370",0,0,0,1,0,0,2
"16894507",0,0,1,0,0,0,5
"16894541",0,0,0,0,1,0,1
"16894582",0,0,1,0,0,0.08,5
"16894617",0,0,0.98,0,0.02,0.08,5
"16894652",0,0,0,1,0,0.03,2
"16894702",0,0,0,0,1,0,1
"16894714",0,0,0,0,1,0,1
"16894779",0,0,0,0,1,0,1
"16894951",0,0,0.91,0,0.09,0.19,5
"16894962",0,0,0.93,0,0.07,0.11,5
"16894974",0,0,0,0,1,0,1
"16894975",0,0.2,0,0.78,0.02,0,2
"16895066",0,0,0.7,0,0.3,0.06,5
"16895114",0,0,0.84,0,0.16,0.22,5
"16895446",0,0,0.7,0,0.3,0.11,5
"16895590",0,0,0,0,1,0,1
"16895750",0,0,0,0,1,0,1
"16895878",0,1,0,0,0,0,3
"16896106",0,0,0.91,0,0.09,0.22,5
"16897081",0,0,1,0,0,0.23,5
"16897849",0,0,0.75,0.25,0,0.06,5
"16898335",0,0,0,0,1,0,1
"16898559",0,0.54,0.46,0,0,0.06,5
"16898837",0,0,0,0.8,0.2,0.1,4
"16899142",0,0.16,0,0.84,0,0.27,4
"16899271",0,0,0.79,0.21,0,0.04,5
"16899368",0.09,0,0.91,0,0,0,5
"16899384",0,0,1,0,0,0.15,5
"16899510",0,0,0,1,0,0,2
"16899551",0,0,0,1,0,0.12,4
"16899906",0,0,0,1,0,0.11,4
"16900023",0,0.11,0.55,0.34,0,0.07,5
"16900095",0,0,0,1,0,0.1,4
"16900178",0,0,1,0,0,0.08,5
"16900190",0,0,1,0,0,0,5
"16900366",0,0,0.74,0,0.26,0,5
"16900979",0,0,0.93,0,0.07,0.04,5
"16902299",0,0,0.87,0,0.13,0.03,5
"16903039",0,0,0,0,1,0,1
"16903166",0,0,0,1,0,0,2
"16903400",0.28,0,0,0.72,0,0,2
"16903512",0,1,0,0,0,0,3
"16904373",0,0,0.54,0.46,0,0.01,5
"16904588",0,0,0,0,1,0,1
"16905216",0,0.24,0.68,0.03,0.05,0.02,5
"16905344",0,0,0.94,0,0.06,0.11,5
"16905742",0,0,0,0,1,0,1
"16905776",0,0,1,0,0,0.19,5
"16905836",0,0,0,0.34,0.66,0.01,1
"16905882",0,0,1,0,0,0,5
"16905902",0,0,0,0.93,0.07,0.01,2
"16906108",0,0,0.81,0,0.19,0.1,5
"16906109",0,0,0,0.62,0.38,0.02,2
"16906368",0,0,0,1,0,0,2
"16907114",0,0,0,0,1,0,1
"16907194",0,0,0,0,1,0,1
"16907298",0,0,0.99,0,0.01,0.02,5
"16909011",0,0,1,0,0,0.09,5
"16910759",0,0,0,1,0,0.05,2
"16910934",0,0.52,0,0.48,0,0,3
"16910946",0,0,0,0,1,0,1
"16912185",0,0,0,1,0,0,2
"16913525",0,0,0,1,0,0,2
"16913846",0,0,0,0,1,0,1
"16913875",0,0,0,1,0,0,2
"16915062",0,0.78,0,0.22,0,0,3
"16915271",0,0,1,0,0,0.1,5
"16916516",0,0,0,1,0,0,2
"16916771",0,0,0,1,0,0.16,4
"16917374",0,0,0,1,0,0.1,4
"16917694",0,0,0.88,0.08,0.04,0,5
"16918138",0,0,0,1,0,0,2
"16918504",0,0,1,0,0,0.1,5
"16918845",0,1,0,0,0,0,3
"16919199",0,0,0.92,0,0.08,0.34,5
"16919817",0,0,1,0,0,0,5
"16920673",0,1,0,0,0,0,3
"16921151",0,0,0,0,1,0,1
"16921815",0,0,0.81,0,0.19,0.12,5
"16922170",0,0,0,0,1,0,1
"16922269",0,0,0.8,0,0.2,0,5
"16922675",0,1,0,0,0,0,3
"16922872",0,0.96,0,0,0.04,0,3
"16922873",0,0.16,0.71,0,0.13,0,5
"16923667",0,0,0.73,0,0.27,0.07,5
"16925316",0,0,1,0,0,0,5
"16927316",0,0,0.97,0.03,0,0.03,5
"16927743",0,0,0.89,0,0.11,0.09,5
"16928130",0,1,0,0,0,0,3
"16928131",0,0,0,1,0,0.07,4
"16928261",0,0,0,1,0,0,2
"16928445",0,0,0,0,1,0,1
"16928539",0,0,0,0.76,0.24,0,2
"16928550",0,0.57,0,0.26,0.17,0.03,3
"16928597",0,0,0.91,0,0.09,0.14,5
"16928619",0,0,0,0,1,0,1
"16928670",0,1,0,0,0,0,3
"16929220",0,1,0,0,0,0,3
"16929385",0,0,0.4,0.59,0.01,0.07,4
"16929672",0,0.11,0.86,0.03,0,0,5
"16929736",0,0,1,0,0,0,5
"16929781",0,0,0.55,0.22,0.23,0.06,5
"16930063",0,0.15,0,0.85,0,0.09,4
"16930533",0,0,0,1,0,0,2
"16930652",0,0,0,0.87,0.13,0.01,2
"16930688",0,0,0,1,0,0,2
"16930849",0,0,0,1,0,0,2
"16931056",0,0,0,1,0,0.15,4
"16931293",0,0,0,0,1,0,1
"16932008",0,0,0.7,0.22,0.08,0.02,5
"16932792",0,0,0.82,0.08,0.1,0.11,5
"16934087",0,0,0.9,0,0.1,0.14,5
"16934141",0,0,0.77,0.2,0.03,0.05,5
"16934152",0,0,0.83,0,0.17,0.06,5
"16934455",0,0,0,1,0,0.01,2
"16934562",0,0.95,0,0.05,0,0,3
"16934782",0,0,0.88,0.02,0.1,0.03,5
"16935169",0,0,0,0,1,0,1
"16935590",0,0,0,0,1,0,1
"16936214",0,0,0,1,0,0,2
"16936706",0,0,1,0,0,0,5
"16937289",0,1,0,0,0,0,3
"16938131",0,0,0,1,0,0,2
"16938469",0,0,1,0,0,0.1,5
"16939753",0,0,0.74,0,0.26,0.11,5
"16941595",0,0,0,0,1,0,1
"16942132",0.23,0,0,0.77,0,0,2
"16943406",0,0,0,1,0,0.16,4
"16943438",0,0,0,1,0,0.05,2
"16943507",0,0,0,0,1,0,1
"16943545",0,0,0,1,0,0.06,4
"16943611",0,0,0,1,0,0.12,4
"16943904",0,0,0,1,0,0.15,4
"16944152",0,0,0.86,0.14,0,0.07,5
"16944667",0.24,0.76,0,0,0,0,3
"16945180",0,0,0,0,1,0,1
"16945361",0,0,0,1,0,0,2
"16946014",0,0,0,0.77,0.23,0.04,2
"16946098",0,1,0,0,0,0,3
"16946102",0,0,0.74,0,0.26,0.2,5
"16946176",0,0,1,0,0,0.29,5
"16946361",0,0,0,0,1,0,1
"16946475",0,0,0,0,1,0,1
"16946552",0,0.02,0,0.75,0.23,0.03,2
"16946559",0,0,0,0,1,0,1
"16946627",0,0,0,1,0,0,2
"16946645",0,0,0,1,0,0,2
"16946701",0,0,0,0,1,0,1
"16946811",0,0,0,0.85,0.15,0,2
"16947101",0,0,0,0,1,0,1
"16947111",0,0,0.93,0,0.07,0.11,5
"16947123",0,0,0,1,0,0,2
"16947226",0,0,0.87,0,0.13,0,5
"16947266",0,0,0.78,0,0.22,0.08,5
"16947295",0,1,0,0,0,0,3
"16947332",0,0,0,0,1,0,1
"16947393",0,0,0,1,0,0,2
"16947395",0,0,0,0,1,0,1
"16947453",0,0,0,0,1,0,1
"16947540",0,0,0,0,1,0,1
"16947630",0,0.92,0,0,0.08,0,3
"16947634",0,0,0.68,0,0.32,0,5
"16948139",0,0,0,1,0,0.05,2
"16948160",0,0,0,0,1,0,1
"16948264",0,0,1,0,0,0.28,5
"16948271",0,0,0.63,0,0.37,0.09,5
"16948360",0,0,0.33,0.62,0.05,0.11,4
"16948426",0,0,0,0.92,0.08,0.05,4
"16948435",0,0,0.91,0,0.09,0.13,5
"16948487",0,1,0,0,0,0,3
"16948840",0,0,0.8,0,0.2,0.11,5
"16948978",0,0,0.92,0,0.08,0.13,5
"16949084",0,0,0,0,1,0,1
"16949257",0,0,0.73,0,0.27,0.18,5
"16949361",0,0,0.86,0,0.14,0.12,5
"16949422",0,0,0.85,0,0.15,0.1,5
"16949674",0,0,0.73,0,0.27,0.18,5
"16949973",0,0,0,0,1,0,1
"16950312",0,0,0.92,0.02,0.05,0.04,5
"16950412",0,0,0,0,1,0,1
"16950579",0,0,0.89,0,0.11,0.12,5
"16950584",0,0,0,0,1,0,1
"16950802",0,0,0.79,0,0.21,0.1,5
"16951019",0,0.28,0.6,0,0.12,0.02,5
"16951442",0,0,0,0,1,0,1
"16952908",0,0,1,0,0,0.14,5
"16953508",0.08,0,0,0.92,0,0,2
"16955530",0,0,0,1,0,0,2
"16955837",0,0,0,1,0,0,2
"16956154",0,0,0.91,0,0.09,0.12,5
"16956667",0,0,0,0.54,0.46,0,2
"16956978",0,0,0,1,0,0.04,2
"16957116",0.06,0,0,0.94,0,0,2
"16957153",0,0,0.71,0.29,0,0.08,5
"16957340",0,0,0,1,0,0.05,2
"16957642",0,0,0,0,1,0,1
"16957681",0,1,0,0,0,0,3
"16957704",0,0,0.85,0,0.15,0.05,5
"16957818",0,0,0,0,1,0,1
"16957866",0,0,0,0.94,0.06,0,2
"16957872",0,0,0,0,1,0,1
"16957883",0,0,0,1,0,0,2
"16957894",0,0,0.82,0,0.18,0.05,5
"16957940",0,0,0,1,0,0,2
"16958016",0,0,0,1,0,0,2
"16958070",0,0,0,0,1,0,1
"16958075",0,0,0,0,1,0,1
"16958116",0,0,0,1,0,0,2
"16958205",0,0,0.85,0,0.15,0.05,5
"16958215",0,0.31,0,0.69,0,0,2
"16958240",0,0,0.86,0,0.14,0,5
"16958262",0,0,0,0,1,0,1
"16958288",0,0,0.93,0,0.07,0,5
"16958315",0,0,0,0,1,0,1
"16958490",0,0,1,0,0,0.12,5
"16958500",0,0,0.96,0.04,0,0.04,5
"16960402",0,0,0,0,1,0,1
"16961219",0,0,0,0.2,0.8,0,1
"16962217",0,0,0,0.39,0.61,0,1
"16962499",0,0.51,0,0.23,0.26,0,3
"16962615",0,0,0,1,0,0.1,4
"16963247",0,0,1,0,0,0,5
"16963466",0,0,0,0,1,0,1
"16963683",0,0,0,0.94,0.06,0.14,4
"16963713",0,0,0,1,0,0.11,4
"16963754",0,0,0.89,0,0.11,0.04,5
"16963916",0,0,0,0,1,0,1
"16963936",0,0,0,0,1,0,1
"16965085",0,0,0.56,0.37,0.07,0.07,5
"16966117",0,1,0,0,0,0,3
"16966189",0,0.07,0.81,0.11,0,0.11,5
"16966276",0,0,0,0,1,0,1
"16966296",0.13,0,0,0.87,0,0,2
"16966894",0,0,0,1,0,0,2
"16966996",0,0,0,0,1,0,1
"16967257",0,0,1,0,0,0,5
"16967275",0,0,0.83,0,0.17,0.12,5
"16967319",0,0,0.81,0,0.19,0.05,5
"16967883",0,0,0,1,0,0.09,4
"16968959",0,0.6,0,0.4,0,0,3
"16969579",0,0,0.82,0.14,0.04,0,5
"16969755",0,0.93,0,0.07,0,0.01,3
"16969773",0,0,1,0,0,0.26,5
"16970207",0,0.42,0,0.58,0,0.04,2
"16970421",0,0.05,0,0.95,0,0.01,2
"16970660",0,0,0,1,0,0.17,4
"16971211",0,0.18,0,0.82,0,0.07,4
"16971874",0,0,0,1,0,0,2
"16971913",0.09,0,0.91,0,0,0,5
"16972058",0,0,0,1,0,0.1,4
"16972125",0,0,0.56,0.44,0,0.06,5
"16972404",0,0.28,0,0.72,0,0.05,4
"16972445",0,0,0,1,0,0,2
"16972797",0,0,0,1,0,0.05,2
"16972966",0,0,0.48,0.52,0,0.06,5
"16975357",0,0,0.86,0,0.14,0.05,5
"16975519",0,0,0,1,0,0,2
"16976025",0,0,1,0,0,0.06,5
"16976112",0,0,0,1,0,0,2
"16977853",0,0.5,0.22,0.29,0,0.02,3
"16978090",0,0,1,0,0,0,5
"16978182",0,0,0,1,0,0.04,2
"16980329",0,0,0.8,0,0.2,0.11,5
"16980358",0,0,0.96,0,0.04,0,5
"16980576",0,0,0,1,0,0.12,4
"16980668",0,0,1,0,0,0.14,5
"16980870",0,0.04,0.96,0,0,0,5
"16980928",0,0,0.85,0,0.15,0.11,5
"16981048",0,0,1,0,0,0.12,5
"16981114",0.01,0,0.58,0.38,0.03,0,5
"16981130",0,0.16,0.66,0.18,0,0.01,5
"16981209",0,0,0,1,0,0,2
"16981370",0,0,0,1,0,0,2
"16981724",0,0.21,0.57,0.18,0.04,0.04,5
"16981741",0,0,0,1,0,0,2
"16981861",0,0,0.83,0,0.17,0.04,5
"16982068",0,0,0.89,0.07,0.04,0.02,5
"16982486",0,0,0.83,0,0.17,0.1,5
"16982576",0,0,0,1,0,0,2
"16983349",0,0.14,0.31,0.5,0.05,0.04,2
"16983467",0,0,0,1,0,0.77,4
"16983508",0,0,0.88,0,0.12,0.04,5
"16983530",0,0.3,0.69,0.01,0,0.07,5
"16983597",0,0,0.71,0.29,0,0,5
"16983640",0,0.06,0.87,0.05,0.02,0.04,5
"16983787",0,0,0,1,0,0,2
"16983862",0,0,0,0,1,0,1
"16983897",0,0,1,0,0,0,5
