"","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","Frecuencia","$ Venta.y","Recencia","cluster"
"10218245",0,0,1,0,0,1,43689,187,2
"10218321",0,0.77,0.23,0,0.01,4,639522,66,4
"10218343",0,0.79,0.21,0,0.01,5,988652,406,4
"10218366",0,1,0,0,0.07,1,153228,154,4
"10218373",0,1,0,0,0,2,517612,720,4
"10218709",0.08,0.68,0.23,0,0.06,25,1927662,41,4
"10218748",0,0,1,0,0.15,2,34074,313,2
"10218797",0,0,1,0,0,1,13084,1008,5
"10218902",0,0,1,0,0,1,13428,104,2
"10218903",0.74,0,0.26,0,0.01,2,46604,509,3
"10218931",0,0,0,1,0,1,13866,794,1
"10218940",0,0,0.26,0.74,0,2,29362,404,1
"10219056",0,0.41,0.59,0,0.03,17,706221,39,2
"10219111",0,0.57,0.39,0.03,0.03,5,264439,682,4
"10219180",0,0,1,0,0,2,5277,24,2
"10219210",0,0,1,0,0.07,2,317368,277,2
"10219490",0,0,1,0,0.12,1,7419,689,5
"10219496",0,0,1,0,0.12,2,23536,805,5
"10220050",0,0,1,0,0,3,2211,896,5
"10220420",1,0,0,0,0,2,28554,63,3
"10220690",0,1,0,0,0,1,537780,125,4
"10220712",0,0.97,0.02,0.01,0.05,8,1305491,132,4
"10220726",0,0,1,0,0.11,5,99184,734,5
"10220737",0,1,0,0,0.12,1,443668,157,4
"10220760",0.08,0,0.92,0,0.09,30,1083061,144,2
"10220763",0,0,1,0,0,1,37807,976,5
"10221094",0,0,0,1,0,2,27731,388,1
"10221208",0.03,0.84,0.13,0,0.05,10,1409608,249,4
"10221665",0,1,0,0,0.05,1,120992,678,4
"10222174",0.14,0.32,0.53,0,0.06,46,2759215,65,2
"10222400",0,0,0,1,0,1,7564,954,1
"10222482",0,1,0,0,0.15,1,103932,830,4
"10222502",0,0,1,0,0.25,49,995504,391,5
"10223234",0,0,0,1,0,1,9664,443,1
"10223238",0,0,1,0,0,2,45330,601,2
"10223277",0,0,1,0,0.05,2,20460,346,2
"10223403",0,1,0,0,0.14,1,91400,797,4
"10223565",0.08,0.74,0.19,0,0.06,5,710712,671,4
"10223747",0,0,0,1,0,3,32856,719,1
"10223941",0,0,1,0,0.1,1,19936,637,5
"10224321",0,0,0,1,0,9,69244,269,1
"10224615",0,0.97,0.03,0,0.07,3,757512,959,4
"10224621",0,1,0,0,0,2,29832,129,4
"10224649",0.32,0.09,0.59,0,0.02,33,1970594,73,2
"10224713",0,0.88,0,0.12,0.09,3,111253,894,4
"10224854",0,0,1,0,0.1,1,14256,973,5
"10225605",0,0,0,1,0,1,12353,411,1
"10225649",0,0,0,1,0,2,16807,793,1
"10225906",0,1,0,0,0,1,122606,510,4
"10225986",0,0,0,1,0,3,16638,280,1
"10226095",0,0.9,0.1,0,0.02,9,513327,249,4
"10226264",0,0.81,0.06,0.12,0.06,9,617622,180,4
"10226431",0,0,0,1,0,3,26303,361,1
"10226572",0,0,0,1,0,3,48237,573,1
"10226592",0.02,0.92,0.02,0.04,0.07,13,1731612,319,4
"10226664",0,0,1,0,0,1,5462,243,2
"10226682",0,0,1,0,0.05,12,118992,137,2
"10226828",0.08,0.21,0.71,0,0.03,39,2118079,178,2
"10226870",0,1,0,0,0.2,1,66548,497,4
"10226886",0.16,0.84,0,0,0.1,4,754295,234,4
"10226907",0.18,0,0.82,0,0.11,11,171537,539,5
"10226912",0,0.39,0.31,0.3,0.1,23,991033,41,4
"10226981",0,0,0,1,0,2,19916,817,1
"10227017",0.07,0.84,0.06,0.03,0.09,17,2486595,116,4
"10227044",0,0.95,0.05,0,0,2,79606,69,4
"10227069",0,1,0,0,0,1,369716,110,4
"10227459",0,0,0,1,0,1,12353,734,1
"10227515",0,0,1,0,0.08,2,36019,268,2
"10227731",0,0,0,1,0,1,9244,949,1
"10227767",0,0,1,0,0,2,3773,948,5
"10228281",0,0,1,0,0,2,16084,420,2
"10228309",0,0,0,1,0,1,9664,231,1
"10228454",1,0,0,0,0,5,171058,299,3
"10228465",0,0,1,0,0,2,53353,223,2
"10228689",0,0.79,0,0.21,0,4,163932,609,4
"10228804",0,0,1,0,0,1,43689,487,2
"10228923",0,0,1,0,0.12,1,28906,668,5
"10229104",1,0,0,0,0.04,2,183093,98,3
"10229290",0,0.89,0,0.11,0.12,5,426184,880,4
"10229386",1,0,0,0,0,2,40336,955,3
"10229833",0,0,1,0,0,1,13353,951,5
"10230077",0,0,1,0,0.08,2,37579,347,2
"10230405",0,0.96,0.04,0,0,2,191572,38,4
"10230535",0,0,0,1,0,2,16722,531,1
"10231112",0,0,1,0,0,1,7496,675,2
"10231189",0.87,0,0.13,0,0.05,3,72391,990,3
"10231448",0,0,0,1,0,2,17815,747,1
"10232170",0,1,0,0,0,1,50412,636,4
"10232331",0,0,1,0,0.1,1,13974,649,5
"10232416",0,1,0,0,0,1,57126,107,4
"10232417",0,0,1,0,0,1,3689,173,2
"10232444",0,0,1,0,0.09,31,1090375,173,2
"10232455",0,0,0,1,0,3,28065,37,1
"10232456",0,0,1,0,0,1,16193,850,5
"10232458",0,1,0,0,0,1,117630,696,4
"10232482",0,0,1,0,0.07,5,147061,461,2
"10232528",0,0.86,0,0.14,0.1,3,81160,413,4
"10233123",0.27,0.49,0.24,0,0.03,7,592933,168,4
"10233622",0,0.94,0,0,0,6,268875,45,4
"10233697",0,0,1,0,0,2,102723,791,5
"10233821",0,0.81,0,0.19,0.05,3,39228,188,4
"10234085",0.44,0,0.56,0,0,3,149143,51,3
"10234168",0,0.9,0,0.1,0.16,5,400525,301,4
"10234287",0,0.95,0.03,0.03,0.08,6,1311310,682,4
"10234671",0,0.9,0.1,0,0.06,3,360187,185,4
"10234729",0,0,0,1,0,1,2941,882,1
"10235051",0,1,0,0,0.04,1,50285,922,4
"10235110",0,0,0,1,0,1,12353,182,1
"10235695",0,0,1,0,0.05,32,2526287,126,2
"10235751",1,0,0,0,0.04,1,50816,462,3
"10236561",0,0,1,0,0.08,1,23414,423,2
"10236777",0,1,0,0,0.22,1,107482,70,4
"10237536",1,0,0,0,0,2,116790,209,3
"10237817",0,0,0.86,0.14,0.09,10,183493,763,5
"10237882",0,0,0,1,0,1,12606,662,1
"10238022",0,0,0,1,0,1,12353,552,1
"10238235",0,0,1,0,0,1,4361,989,5
"10238273",1,0,0,0,0,1,2933,105,3
"10238314",0,0,1,0,0.05,4,11433,964,5
"10238539",0.14,0.8,0.07,0,0.09,18,2531013,23,4
"10238935",0,0,1,0,0,3,5916,493,2
"10239042",0,0,1,0,0.07,5,149329,177,2
"10239061",1,0,0,0,0,1,33479,123,3
"10239255",0,0,1,0,0.07,1,137070,979,5
"10239436",0,0,0,1,0,1,6555,910,1
"10239474",0,0,0,1,0,2,25125,375,1
"10239536",0,0.87,0,0.13,0.13,4,255172,878,4
"10239678",0,0.9,0,0.1,0.13,3,57555,654,4
"10239827",0,0,1,0,0,1,51220,636,2
"10239918",0.93,0,0.07,0,0,3,37966,433,3
"10240043",0,0,1,0,0,1,15958,1004,5
"10240061",0,0.92,0.08,0,0.05,2,159473,104,4
"10240106",0,1,0,0,0.04,2,664708,439,4
"10240305",0.02,0,0.97,0.02,0.05,65,2409818,25,2
"10240589",0.16,0,0.84,0,0,3,8765,129,2
"10240751",0,0,1,0,0.05,2,165451,672,5
"10240982",0,0,1,0,0.04,1,64529,384,2
"10241180",0,0,1,0,0,1,8974,445,2
"10241217",0,0.96,0,0.04,0,2,81496,76,4
"10241847",0,0,0,1,0,2,22941,299,1
"10241957",0,0,0,1,0,1,16303,626,1
"10242081",0,0,0,1,0,5,64033,137,1
"10242182",0,0,1,0,0,4,11908,980,5
"10242403",0,0,1,0,0.1,1,6762,538,5
"10242447",0,0.91,0,0.09,0.13,3,128422,465,4
"10242627",0.15,0.24,0.62,0,0.11,80,3521332,52,2
"10242645",0,0.97,0.03,0,0.08,44,22208057,27,4
"10242949",0,0,1,0,0.04,1,116966,342,2
"10242992",0,0,1,0,0,4,45724,979,5
"10242993",0,0,0,1,0,2,27560,263,1
"10243158",0,0.83,0,0.17,0.1,4,169213,118,4
"10243422",0,0,1,0,0,1,18244,602,2
"10243688",0,0.83,0.02,0.15,0,5,303671,422,4
"10243726",0,1,0,0,0.1,1,199636,335,4
"10243976",0,1,0,0,0.03,2,288128,137,4
"10243993",0,0.93,0.07,0,0.05,15,1520893,146,4
"10244557",0,0,1,0,0,1,8210,602,2
"10244781",0,0,1,0,0.1,2,179999,259,2
"10245652",0,0,0,1,0,1,13866,970,1
"10245703",0,0.73,0,0.27,0.11,7,75210,88,4
"10245719",0,0.96,0.04,0,0,2,1228500,511,4
"10245822",0,0,1,0,0.06,1,201405,33,2
"10245847",0,0,1,0,0.1,1,70563,294,2
"10245890",0,0,1,0,0.23,2,47872,740,5
"10246111",0,0.63,0,0.37,0.03,6,141503,521,4
"10246456",0,0,1,0,0,1,13428,801,5
"10246468",0,0,1,0,0.1,6,53490,355,2
"10246800",0,0,1,0,0,1,7706,95,2
"10246898",0,0,1,0,0,1,13855,938,5
"10246978",0,0,1,0,0,1,5874,230,2
"10247068",0,1,0,0,0,1,122672,96,4
"10247132",0,0.84,0,0.16,0.1,3,26815,973,4
"10247171",0.45,0,0.45,0.1,0.02,24,547093,221,3
"10247611",0,0.93,0.07,0,0.04,9,1959107,262,4
"10247637",0.18,0,0.82,0,0,5,165755,888,5
"10247918",1,0,0,0,0,1,5874,976,3
"10248106",0,1,0,0,0.26,134,17148210,48,4
"10248878",1,0,0,0,0,2,90730,212,3
"10249043",0,0,0,1,0,3,26973,409,1
"10249118",0,0,1,0,0,4,19201,131,2
"10249125",0,0,0,1,0,1,6386,350,1
"10249347",0,0.83,0,0.17,0.1,4,185041,116,4
"10249348",0,0,0,1,0,2,21680,647,1
"10249580",0,0,0,1,0,2,4647,531,1
"10249707",0,0,1,0,0,1,4067,800,5
"10249982",0.86,0,0.14,0,0,12,269236,75,3
"10250008",0,1,0,0,0.08,2,531164,140,4
"10250458",0.06,0.55,0.36,0.02,0.07,23,1020113,340,4
"10250494",0,0.86,0,0.14,0.09,4,263245,732,4
"10250577",0,0,1,0,0.1,1,10920,693,5
"10250766",0,0,1,0,0.22,7,136605,257,5
"10250820",0.11,0,0.89,0,0.04,34,1111745,122,2
"10250970",0.01,0,0.87,0.12,0.12,45,894238,166,2
"10251110",0,0.86,0.14,0,0.05,2,72674,243,4
"10251572",0,0,1,0,0,1,36126,620,2
"10251763",1,0,0,0,0,3,136940,269,3
"10251956",0.03,0.89,0.02,0.06,0.07,17,1078645,46,4
"10251973",0,0,1,0,0,1,23555,854,5
"10251988",1,0,0,0,0,2,20328,451,3
"10252225",0,0,1,0,0.03,4,219177,118,2
"10252521",0,0,1,0,0,2,20199,95,2
"10252714",0,0,1,0,0.17,1,15779,364,5
"10253860",0,0,0,1,0,1,11765,1013,1
"10253909",0,0.98,0,0.02,0.04,11,916111,280,4
"10254102",0,0,1,0,0,1,419330,956,5
"10254412",0,0,1,0,0,1,3916,754,2
"10254419",0,0,1,0,0.12,1,4719,943,5
"10254457",0,0,1,0,0.06,3,303884,111,2
"10254504",0.08,0.73,0.19,0,0.01,8,197664,66,4
"10254562",0,0.96,0.04,0,0.05,10,5125241,206,4
"10254647",0,0,1,0,0.03,5,993517,384,2
"10254710",0.76,0,0.24,0,0,17,617208,132,3
"10255576",0.27,0,0,0.73,0,7,158146,123,1
"10256132",0.04,0,0.96,0,0,12,47318,65,2
"10256602",0.2,0,0.8,0,0.01,3,421596,42,2
"10256670",0,1,0,0,0.06,1,119732,725,4
"10256774",0,0.87,0,0.13,0.04,7,249612,675,4
"10257553",0.12,0,0.88,0,0.14,11,207238,551,5
"10257697",0,0.75,0,0.25,0,3,38925,916,4
"10257750",0,0,1,0,0,1,3353,800,5
"10258045",0,1,0,0,0.04,2,570052,139,4
"10258099",0,0,1,0,0.1,2,75593,304,2
"10258222",0,0,0,1,0,2,32268,202,1
"10258634",0,0,1,0,0,1,20840,845,5
"10258902",0,0,1,0,0,1,5319,405,2
"10258985",0,0,0.48,0.52,0,6,111159,154,1
"10259002",0,0,0,1,0,3,29916,763,1
"10259019",0,0.85,0,0.15,0,4,266033,26,4
"10259070",0,0,1,0,0,1,31566,593,2
"10259425",0,0.87,0,0.13,0.05,2,22420,987,4
"10259980",0,0,0,1,0,2,13024,283,1
"10260046",0.34,0,0.65,0.01,0.11,33,1789743,35,2
"10260100",0,0,1,0,0.08,3,32405,998,5
"10260134",0,0.88,0,0.12,0.12,4,296036,105,4
"10260656",0,0,0.6,0.4,0.01,6,86849,95,2
"10260722",0.15,0,0.85,0,0.06,6,38639,334,2
"10260915",0,0,1,0,0.06,3,23713,45,2
"10260916",0,0,1,0,0,4,19496,35,2
"10260976",0,0.82,0,0.18,0.05,4,70068,412,4
"10261154",0.12,0.88,0,0,0.04,2,309697,402,4
"10261228",0,0.92,0.08,0,0.07,7,792286,469,4
"10261325",0,0.86,0.1,0.04,0.08,4,1190268,255,4
"10261338",0,0,0,1,0,1,7564,773,1
"10262204",0,0,1,0,0.08,61,4259677,276,2
"10262286",0,1,0,0,0.03,21,12321147,151,4
"10262333",0,0.15,0.85,0,0.05,17,980010,179,2
"10262623",0,0,1,0,0.1,1,15323,621,5
"10262630",0,0,0,1,0,1,12353,639,1
"10262633",0,0,0,1,0,4,42351,691,1
"10262770",0,0,0,1,0,1,5378,732,1
"10262999",0,0,0,1,0,1,12353,278,1
"10263102",0,0,1,0,0,3,33907,138,2
"10263141",0,1,0,0,0.08,2,141398,41,4
"10263361",0,0,1,0,0,2,13446,154,2
"10263633",0,1,0,0,0.11,1,142818,1015,4
"10263814",0,0,0,1,0,1,4538,690,1
"10263946",0,0.62,0.38,0,0,3,212466,383,4
"10264127",0,0.89,0.03,0.08,0.05,4,296599,317,4
"10264251",1,0,0,0,0,1,26042,374,3
"10264453",0,0,0,1,0,1,12353,545,1
"10266046",0.01,0.66,0.33,0,0.04,5,934245,430,4
"10266595",0.03,0.19,0.78,0,0.09,80,4361675,61,2
"10266953",0,0,1,0,0,1,58983,548,2
"10266955",0,0,1,0,0.02,17,212218,411,2
"10267007",0,0,0,1,0,1,15546,817,1
"10267011",0,0,0,1,0,1,13866,751,1
"10267094",0,0,0,1,0,3,48740,96,1
"10267381",0,0,0,1,0,1,15546,826,1
"10267595",0,1,0,0,0.06,1,120052,98,4
"10267921",0,1,0,0,0.05,1,95992,242,4
"10267928",0.57,0.16,0.11,0.16,0.01,14,467409,48,3
"10267974",0,0.91,0,0.09,0.09,6,417030,51,4
"10268188",0,0,1,0,0,1,25202,1004,5
"10268497",0,0,0,1,0,2,19075,37,1
"10268630",0,0,1,0,0,1,13059,256,2
"10269346",0.27,0.42,0.31,0,0.02,34,643611,143,4
"10269553",0,0,0,1,0,2,9579,781,1
"10269674",0,0.75,0.16,0.09,0.03,21,1087160,54,4
"10269682",0,0,0,1,0,1,16303,308,1
"10269961",0,0,1,0,0,1,13280,308,2
"10269992",0,0,1,0,0.05,4,25977,630,5
"10270497",0.16,0,0.84,0,0.09,13,300471,123,2
"10270596",0,1,0,0,0.06,3,139396,95,4
"10270694",0.41,0,0.31,0.28,0.02,32,681379,241,3
"10271489",0,0.89,0.11,0,0.05,10,1758141,133,4
"10271495",1,0,0,0,0,2,14664,896,3
"10272120",0,1,0,0,0,3,705816,125,4
"10272126",0,0,0,1,0,1,9244,871,1
"10272467",0,0.96,0,0.04,0.15,3,347001,381,4
"10272921",0,1,0,0,0.14,1,98204,776,4
"10272928",0,0,1,0,0,1,14168,333,2
"10272964",0,0,1,0,0,1,46407,933,5
"10273008",0.42,0,0.58,0,0.02,3,139622,581,2
"10273699",0,0.89,0,0.11,0.05,10,385965,233,4
"10273766",0,0.79,0,0.21,0.11,5,157143,67,4
"10273782",0,1,0,0,0.06,4,782176,24,4
"10274321",0,0.93,0,0.07,0.14,6,711486,24,4
"10274349",0,0,1,0,0.05,2,229405,636,5
"10274433",0,0,1,0,0,2,36336,720,2
"10274529",0,0,1,0,0.05,5,93430,460,2
"10274734",0,0.75,0,0.25,0.1,8,192050,152,4
"10275124",0,0,1,0,0,1,5042,873,5
"10275192",0,0,0,1,0,1,9244,857,1
"10275458",0,0,0,1,0,1,5714,616,1
"10275521",0,1,0,0,0,1,132756,357,4
"10276255",1,0,0,0,0,1,14277,103,3
"10276643",0,0,0,1,0,1,11765,741,1
"10277253",0,0,0,1,0,1,13444,826,1
"10277811",0,1,0,0,0.05,1,290404,359,4
"10277813",0,0.7,0.26,0.04,0.05,27,4529126,207,4
"10277951",0.13,0,0.85,0.02,0,22,378576,70,2
"10278121",0,0,1,0,0,2,35040,95,2
"10278381",0,0,0,1,0,1,10252,938,1
"10278632",0,1,0,0,0.02,1,84815,472,4
"10278751",0,0,1,0,0.07,13,714449,35,2
"10278969",0,0.8,0,0.2,0,8,497257,440,4
"10278988",1,0,0,0,0,1,27723,329,3
"10278993",0,0,0,1,0,2,21092,303,1
"10279103",0,0,1,0,0.07,2,34163,179,2
"10279192",0,0.91,0.03,0.06,0.06,22,1725372,79,4
"10279478",0,0,1,0,0.2,1,272478,856,5
"10279499",0,0,1,0,0,1,3824,189,2
"10279501",0,1,0,0,0.1,1,135622,977,4
"10280482",0,0,1,0,0.14,2,165571,103,2
"10280545",0.09,0.87,0,0.05,0.02,8,636356,109,4
"10280549",0,0.46,0.51,0.03,0.08,39,2592658,219,2
"10281236",0,0,1,0,0.1,13,490545,219,2
"10281540",0,0,1,0,0.15,1,62850,665,5
"10281549",0,0.72,0.28,0,0.02,7,931211,248,4
"10282221",0.33,0,0.67,0,0.04,8,429352,79,2
"10282660",0,0.85,0.15,0,0.14,9,1822745,68,4
"10282741",1,0,0,0,0,1,68890,639,3
"10282748",0,0,0,1,0,1,9664,719,1
"10283566",0,0,0,1,0,1,19487,47,1
"10283635",0.16,0.75,0.08,0,0.01,19,3247756,27,4
"10283826",0,0.8,0,0.2,0,2,86052,810,4
"10284199",0,0,0,1,0,2,12521,693,1
"10284309",0,1,0,0,0.07,3,549748,327,4
"10284325",0,0.55,0,0.45,0,3,74034,616,4
"10284877",0,0,1,0,0.12,2,23536,608,5
"10285348",0.04,0,0.96,0,0.07,9,1627204,389,2
"10285437",0,1,0,0,0.13,1,110614,984,4
"10285790",0,0,1,0,0.06,2,339342,508,2
"10286153",0,0,1,0,0,2,14696,781,5
"10287190",0,1,0,0,0.03,6,3599442,63,4
"10287254",0.07,0,0.93,0,0.09,17,569560,634,5
"10287607",0,0,0,1,0,1,7900,350,1
"10287642",0.95,0,0.05,0,0.14,2,72982,850,3
"10287825",0,1,0,0,0,1,118461,368,4
"10287948",0,0,1,0,0.1,4,176227,471,2
"10288147",0,0.93,0,0.07,0.09,5,263040,275,4
"10288428",0,0,0,1,0,1,16303,249,1
"10288452",1,0,0,0,0,1,64697,178,3
"10288715",0,0,1,0,0,1,21622,175,2
"10288797",0,0,1,0,0.12,3,64388,552,5
"10288822",0,0.43,0.43,0.14,0.05,9,347890,275,4
"10288859",0,0,1,0,0,2,30204,999,5
"10288916",0,0,1,0,0,1,9900,464,2
"10289438",0.23,0,0.77,0,0.06,25,683740,73,2
"10289971",0,0,1,0,0,1,9500,524,2
"10290190",0,0,1,0,0,7,114317,723,2
"10290717",0,0,0,1,0,1,14958,1015,1
"10290805",0,1,0,0,0.13,1,261816,963,4
"10290959",0,0,1,0,0,2,24798,647,2
"10290992",1,0,0,0,0,1,21008,788,3
"10291450",0,0,0,1,0,1,16807,33,1
"10292191",0,0.44,0.43,0.13,0.02,8,589358,269,4
"10292758",0,0,1,0,0.09,3,88731,91,2
"10292786",0,0,1,0,0.05,1,64529,111,2
"10292796",1,0,0,0,0,1,47050,35,3
"10292920",0,0,0,1,0,1,12353,409,1
"10293092",0,0.96,0.04,0,0.02,3,826778,175,4
"10293107",0,0,0.58,0.42,0.02,3,39170,243,2
"10293279",0,0,1,0,0,1,1672,326,2
"10293288",0,0,1,0,0,1,67140,23,2
"10293970",0,0.84,0.09,0.07,0.1,11,802400,518,4
"10294098",0,1,0,0,0,1,514252,489,4
"10294130",1,0,0,0,0,1,14277,68,3
"10294368",0,0,1,0,0,2,23211,860,5
"10294475",0,0,0,1,0,3,43613,160,1
"10294519",0,0.98,0,0.02,0.24,6,547668,137,4
"10294528",0,0,1,0,0.17,1,18029,77,2
"10294779",0.06,0.92,0,0.02,0.08,7,685996,65,4
"10294782",0,0,1,0,0,1,235294,873,5
"10295133",0,0,0,1,0,4,9244,873,1
"10295394",0,0,1,0,0.06,7,196296,152,2
"10295826",0.4,0.43,0.16,0,0.02,9,541689,54,3
"10296029",0,0,0,1,0,23,290232,133,1
"10296064",0,0.93,0,0.07,0.08,2,75720,782,4
"10296108",0,0,0.86,0.14,0,3,56638,629,2
"10296613",0,0,1,0,0,1,92429,46,2
"10296666",0,0,0,1,0,1,15546,905,1
"10296667",0,0.79,0.21,0,0,2,684486,186,4
"10296671",0,0,0.9,0.1,0.09,19,1039535,53,2
"10296863",0,1,0,0,0.1,1,48631,984,4
"10297016",0.52,0.46,0.01,0,0,12,500661,233,3
"10297165",0,0.72,0.28,0,0.03,5,1002249,241,4
"10297374",0,1,0,0,0.13,1,225118,1003,4
"10297413",0,0,1,0,0.1,3,79005,164,2
"10298230",0,1,0,0,0,1,285698,217,4
"10298833",0,0.99,0.01,0,0,2,272420,87,4
"10298901",0,0,0,1,0,2,16722,424,1
"10299016",0,0.69,0.31,0,0,5,1100270,402,4
"10299088",0,0.86,0,0.14,0,3,95796,79,4
"10299448",0,1,0,0,0.25,4,366546,929,5
"10299456",0,0,0,1,0,1,19664,256,1
"10299561",0,1,0,0,0.05,1,161958,908,4
"10299748",0,0,1,0,0.1,24,826057,528,5
"10299775",0,0,0,1,0,4,56049,398,1
"10299892",0,0.82,0,0.18,0,4,176115,937,4
"10300064",0.27,0.61,0.12,0,0.12,16,852777,69,4
"10300148",0,1,0,0,0.27,1,93908,889,5
"10300198",0,0,0,1,0,2,16135,706,1
"10300498",0,1,0,0,0,1,226874,90,4
"10300795",0,0,1,0,0.05,3,181128,975,5
"10301553",0.25,0,0.75,0,0,4,171975,93,2
"10301670",0.15,0.82,0.03,0.01,0.06,18,4239855,406,4
"10301673",0,0,1,0,0.1,1,26955,320,2
"10302383",1,0,0,0,0,4,169706,226,3
"10302391",0,0,1,0,0,1,5848,121,2
"10302453",0,0,1,0,0.13,18,741898,182,2
"10302785",0,0.93,0.05,0.02,0.04,11,1167694,59,4
"10302843",0,1,0,0,0,1,66378,418,4
"10303052",0,0.87,0,0.13,0.14,19,521802,177,4
"10303094",0,0,1,0,0,2,15453,962,5
"10303180",0,0,1,0,0.05,9,145757,672,5
"10303362",0,0,1,0,0.08,5,211959,263,2
"10303487",0,0.88,0,0.12,0.1,3,140840,888,4
"10303631",0,0,0,1,0,1,12353,362,1
"10303895",0,0,1,0,0.03,12,286939,105,2
"10303898",1,0,0,0,0,2,61242,852,3
"10303928",0.08,0,0.92,0,0.08,12,237057,89,2
"10304188",0,0,1,0,0.12,1,32082,263,2
"10304189",0.36,0,0.64,0,0.04,10,121233,250,2
"10304339",0,0,1,0,0.05,5,43771,945,5
"10304344",0,0.95,0,0.05,0.06,3,82341,917,4
"10304347",0,0,0,1,0,2,8234,86,1
"10304910",1,0,0,0,0,1,10916,455,3
"10304985",0,0,1,0,0,1,9504,189,2
"10305237",0,0,1,0,0.15,1,2e+05,768,5
"10305390",0,0,0,1,0,4,28992,961,1
"10305735",0,0.82,0,0.18,0.09,9,237291,755,4
"10305773",0.43,0,0.57,0,0.05,3,71503,87,2
"10305779",0.26,0.74,0,0,0.07,3,262152,32,4
"10305780",0.08,0,0.92,0,0.1,7,235397,262,2
"10306517",0,0,1,0,0,1,17252,844,5
"10306939",0,0,1,0,0.1,3,119472,678,5
"10306981",0,0.93,0,0.07,0,3,175361,89,4
"10307098",1,0,0,0,0.06,1,30322,810,3
"10307118",0,0,0.99,0.01,0.13,4,467482,599,5
"10307120",0,0,1,0,0,1,3605,984,5
"10308021",0,0,1,0,0,1,67218,161,2
"10308144",0,0,1,0,0.2,4,890883,33,2
"10308425",0,0,0.61,0.39,0,5,113763,772,1
"10308569",0,0.74,0.19,0.06,0.12,47,1468797,55,4
"10308735",0,0,0,1,0,4,34454,682,1
"10309117",1,0,0,0,0,1,14277,25,3
"10309496",0.05,0.41,0.46,0.08,0.1,32,1311682,247,2
"10309681",0,0,0,1,0,1,4622,807,1
"10309729",0,0.67,0.33,0,0.08,15,963418,249,4
"10309862",0,0,1,0,0.09,3,135351,180,2
"10310586",0,0,0,1,0,2,26051,374,1
"10310804",0.75,0,0.25,0,0.06,3,77739,203,3
"10310870",0,0.86,0.14,0,0.08,5,1675924,930,4
"10311076",0,0,0,1,0,3,62353,618,1
"10312053",0,1,0,0,0.04,1,629212,318,4
"10312059",0,0.9,0,0.1,0.13,4,264271,74,4
"10312425",0.14,0,0.86,0,0,3,302890,230,2
"10313180",1,0,0,0,0.04,1,93564,77,3
"10313609",0,0.64,0.36,0,0.05,2,245219,59,4
"10313677",0.05,0.72,0.2,0.03,0.07,71,5191542,51,4
"10313763",0,0,1,0,0,1,89067,62,2
"10313796",1,0,0,0,0,2,20152,381,3
"10313895",0.25,0,0.75,0,0.01,19,456457,138,2
"10313997",0,1,0,0,0,1,72261,397,4
"10314324",0.83,0.17,0,0,0.04,69,1152496,63,3
"10314448",0,0,0,1,0,1,21849,457,1
"10314449",0,0,0.26,0.74,0,4,51504,202,1
"10314913",0,1,0,0,0.04,1,74211,245,4
"10315044",0,0,1,0,0,1,100672,954,5
"10315596",0.2,0,0.8,0,0.03,6,180121,229,2
"10315754",0.23,0,0.77,0,0.04,11,157561,86,2
"10316526",0,1,0,0,0.13,1,109518,1000,4
"10316973",0.73,0,0.27,0,0,6,232572,229,3
"10317078",0,1,0,0,0,1,21420,689,4
"10317166",0,1,0,0,0.12,2,230128,784,4
"10317410",0,0,1,0,0.08,3,21223,1019,5
"10317548",0,1,0,0,0,1,111764,786,4
"10317692",0.08,0.04,0.88,0,0.05,48,1346258,146,2
"10317802",0,0.74,0,0.26,0.09,4,62067,829,4
"10317824",0,0,1,0,0,1,95782,791,5
"10317963",0,0,1,0,0.1,1,9650,982,5
"10318173",0.15,0.73,0.06,0.06,0.08,33,1412809,109,4
"10318180",0,0,1,0,0,1,12597,448,2
"10318334",0,0.62,0.32,0.06,0.06,28,1463496,129,4
"10318551",0.51,0.24,0.25,0,0.01,38,1554997,27,3
"10318616",0,0,1,0,0.07,11,286641,80,2
"10319595",0,0,0,1,0,1,15546,894,1
"10320065",0.17,0.37,0.46,0,0.05,37,933243,130,2
"10320121",0,0,1,0,0.1,1,8924,696,5
"10320378",0,1,0,0,0,1,100808,410,4
"10320383",0,0,0,1,0,2,16807,826,1
"10320484",0,0,1,0,0,3,5865,682,2
"10320545",0,0,1,0,0,2,13084,941,5
"10320573",0,0,1,0,0,1,39840,1004,5
"10320672",0,0,1,0,0,2,5537,997,5
"10320712",0.14,0,0.86,0,0.04,24,780999,82,2
"10321011",0,0,1,0,0.04,2,48629,182,2
"10321128",0,0,1,0,0,1,26042,600,2
"10321134",0.03,0.51,0.46,0,0.08,105,9199783,26,4
"10321754",0,0,1,0,0.14,4,127589,720,5
"10322150",0.65,0,0.35,0,0.05,7,294681,88,3
"10322304",0.02,0,0.98,0.01,0.14,32,2048892,54,2
"10322341",0,1,0,0,0.12,1,121262,215,4
"10323047",0.56,0,0.44,0,0.1,5,314601,548,3
"10323138",0,1,0,0,0.04,3,308004,720,4
"10324050",0,0,1,0,0,5,337744,172,2
"10324056",0,0,0,1,0,1,12353,292,1
"10324071",0,0,1,0,0.1,3,388385,25,2
