"","Frecuencia","$ Margen","$ Venta","Recencia","cluster"
"76917392",1,10830,19266,178,2
"76917467",2,89194,296951,189,2
"76917567",1,1019,2261,959,4
"76917570",1,5412,21176,784,4
"76917614",20,287347,762574,131,2
"76917711",23,2010197,7055623,73,2
"76917736",26,490153,1531244,342,1
"76917746",8,114134,360961,335,1
"76917763",1,31232,65064,998,4
"76917785",19,236924,398086,228,1
"76917809",2,512422,1670456,147,2
"76917866",6,54704,94949,249,1
"76917896",17,1394623,4580335,59,2
"76917903",13,1676026,5012973,52,2
"76917960",4,54776,141595,600,3
"76918015",13,195132,196979,52,2
"76918033",3,91888,290066,63,2
"76918070",1,3932,25194,947,4
"76918152",2,34369,34370,521,3
"76918179",1,60118,161328,321,1
"76918236",1,12914,20487,45,2
"76918240",562,10259997,29499698,23,2
"76918311",1,5548,13437,174,2
"76918314",3,160378,340756,336,1
"76918336",2,108996,266052,1013,4
"76918378",2,32375,66185,262,1
"76918395",2,112119,629144,129,2
"76918474",51,1233412,4122834,126,2
"76918497",1,21452,68890,618,3
"76918501",11,3408749,12040767,84,2
"76918557",7,292583,526168,583,3
"76918619",4,284499,935726,28,2
"76918696",11,720400,3269364,285,1
"76918765",4,83849,191128,630,3
"76918950",1,5476,10793,907,4
"76918989",2,186728,439269,46,2
"76919002",1,21848,21849,335,1
"76919014",2,48828,230438,264,1
"76919072",9,274365,778286,249,1
"76919351",1,3453,16134,574,3
"76919430",116,2240935,5396093,45,2
"76919441",1,12273,23914,789,4
"76919465",8,133412,432032,184,2
"76919467",1,54308,164556,553,3
"76919508",1,11112,31924,84,2
"76919517",6,104898,242745,509,3
"76919524",17,132025,409450,87,2
"76919545",4,124996,309198,755,3
"76919578",9,165074,528497,87,2
"76919585",11,170967,280402,74,2
"76919669",2,78654,372624,220,1
"76919703",7,364909,977492,115,2
"76919705",2,118686,480120,331,1
"76919758",2,10371,33577,831,4
"76919763",39,570684,2136864,109,2
"76919840",1,4590,12597,308,1
"76919862",2,111712,223378,38,2
"76919868",1,10190,16457,68,2
"76919898",3,121628,227903,321,1
"76919983",8,169091,393227,194,2
"76919987",1,7992,15118,91,2
"76920029",6,59022,181983,166,2
"76920031",4,80755,80756,377,1
"76920125",2,33836,71886,244,1
"76920128",19,590298,2053465,125,2
"76920160",24,604132,1371313,123,2
"76920191",3,58270,204244,373,1
"76920200",3,30130,83101,98,2
"76920237",18,357743,750151,44,2
"76920312",5,63876,273713,321,1
"76920313",23,448878,1135181,33,2
"76920323",4,97924,173834,513,3
"76920355",2,7693,36958,930,4
"76920367",43,1307557,4487465,277,1
"76920418",1,16302,16303,646,3
"76920424",1,1557,3453,415,1
"76920451",1,96806,354942,147,2
"76920527",27,987440,2620319,74,2
"76920532",7,625564,2449677,73,2
"76920550",9,90000,269976,674,3
"76920561",21,326019,1456236,187,2
"76920572",2,73324,136110,132,2
"76920648",16,390662,862998,39,2
"76920738",4,30569,126487,1005,4
"76920769",107,8143608,24574075,60,2
"76920823",1,78366,221832,272,1
"76920843",19,108094,278527,51,2
"76920892",1,51752,192195,770,4
"76920907",1,60616,154606,33,2
"76920986",12,169921,596569,33,2
"76920998",1,4767,13445,628,3
"76921012",1,22894,40017,410,1
"76921071",9,104740,242599,123,2
"76921182",11,183314,399903,100,2
"76921205",1,28426,120992,605,3
"76921221",41,3224065,13255692,193,2
"76921337",70,443691,1561263,460,1
"76921354",7,103086,177153,298,1
"76921358",2,33105,33108,954,4
"76921373",2,48648,142833,325,1
"76921448",1,631280,2176960,307,1
"76921473",10,280726,605038,74,2
"76921546",5,63272,63276,692,3
"76921558",6,58519,136783,410,1
"76921598",5,35556,43908,693,3
"76921627",1,2659,8319,866,4
"76921653",6,54767,183160,159,2
"76921749",8,176238,534776,742,3
"76921785",6,141922,395004,80,2
"76921872",2,9114,24672,746,3
"76921944",70,1093550,3471090,44,2
"76921953",25,903507,2532538,159,2
"76921996",9,167392,399264,238,1
"76922037",1,123708,326700,83,2
"76922075",1,25224,44826,835,4
"76922080",2,41174,41176,923,4
"76922140",39,5499567,24034504,347,1
"76922263",8,300352,855045,39,2
"76922330",4,82630,155566,236,1
"76922538",6,59528,128201,427,1
"76922649",1,15545,15546,993,4
"76922724",2,104562,284603,105,2
"76922733",109,1869144,4430460,25,2
"76922742",2,202456,980200,934,4
"76922772",1,38942,75614,222,1
"76922777",18,430459,1612161,340,1
"76922791",6,85367,134783,108,2
"76922802",1,41748,109235,307,1
"76922824",13,151074,452858,340,1
"76922858",10,552323,1885450,158,2
"76922904",3,27808,55544,979,4
"76922935",3,21170,61841,472,3
"76922947",7,209765,639479,875,4
"76922985",1,9420,33605,433,1
"76923027",1,6268,15958,800,4
"76923093",30,491485,1072004,243,1
"76923095",1,25613,88732,278,1
"76923110",9,92240,166477,146,2
"76923249",1,71106,168050,333,1
"76923295",12,505063,2199286,200,2
"76923329",12,866936,3184094,68,2
"76923347",2,141767,515246,336,1
"76923386",12,316655,820709,221,1
"76923453",1,46304,110900,467,3
"76923469",2,302107,929261,98,2
"76923477",4,209894,696739,426,1
"76923514",7,39899,95630,60,2
"76923580",21,1214444,3434774,189,2
"76923592",1,4083,7613,495,3
"76923635",1,12330,63780,227,1
"76923764",8,300919,926227,522,3
"76923786",175,4108431,10778230,45,2
"76923863",1,179872,576630,375,1
"76923966",6,93038,405427,277,1
"76924013",4,112750,296151,661,3
"76924100",2,100615,266294,137,2
"76924123",1,44190,81666,82,2
"76924147",12,257817,602459,181,2
"76924149",6,329672,919183,165,2
"76924196",11,160686,262716,47,2
"76924294",8,58114,174390,384,1
"76924358",2,22616,82994,782,4
"76924363",3,26375,114873,908,4
"76924395",10,102394,179382,782,4
"76924464",24,807987,2397568,63,2
"76924500",2,38808,78330,653,3
"76924526",2,129994,462154,58,2
"76924538",209,9968203,29161931,53,2
"76924584",2,30514,121454,213,1
"76924647",2,44791,183168,318,1
"76924653",14,535943,1936179,95,2
"76924666",10,77923,224006,143,2
"76924840",10,62788,63362,570,3
"76924847",2,67324,242000,419,1
"76924890",84,3592809,12062788,26,2
"76924897",1,9369,20160,24,2
"76925060",9,223229,492610,739,3
"76925066",4,62249,226974,48,2
"76925084",4,101553,264344,389,1
"76925098",15,92128,189806,285,1
"76925187",1,48352,199984,710,3
"76925191",4,282670,783169,385,1
"76925321",8,67271,132093,166,2
"76925389",1,24643,42849,230,1
"76925391",2,51362,168598,402,1
"76925400",1,8746,11382,978,4
"76925420",5,105036,105041,880,4
"76925427",35,649758,1796754,66,2
"76925434",74,2642277,7682501,221,2
"76925492",41,1064473,2361461,55,2
"76925515",3,66545,240454,990,4
"76925520",8,163318,486759,266,1
"76925537",9,204503,543588,93,2
"76925598",1,30477,145965,837,4
"76925600",9,166828,720467,151,2
"76925607",15,354633,1432397,25,2
"76925682",11,1119450,3677614,101,2
"76925766",5,85332,310908,339,1
"76925767",1,25716,151228,385,1
"76925776",1,24289,46883,360,1
"76925933",9,32336,56191,836,4
"76926042",2,78352,160950,87,2
"76926044",3,1005395,3911401,110,2
"76926052",9,390863,1208010,69,2
"76926066",12,111792,228972,516,3
"76926078",6,96869,118360,33,2
"76926082",48,508574,2177172,124,2
"76926083",10,130628,728843,489,3
"76926100",16,684005,2409506,178,2
"76926110",12,131745,284933,129,2
"76926193",5,26822,61664,1017,4
"76926218",11,72255,204669,411,1
"76926284",1,116576,813040,962,4
"76926291",14,248048,646318,263,1
"76926348",2,29832,29833,349,1
"76926380",9,117372,262185,76,2
"76926528",4,47150,196033,787,4
"76926617",1,24548,57143,787,4
"76926637",8,125730,402242,709,3
"76926638",5,120597,231485,70,2
"76926715",3,19411,33613,322,1
"76926730",9,24671,25648,328,1
"76926752",4,244318,876256,669,3
"76926805",19,987555,3193109,77,2
"76926865",21,498878,1413411,242,1
"76926886",1,5622,9336,579,3
"76926896",20,189467,628285,298,1
"76926957",7,119956,467167,116,2
"76926975",2,16036,35175,662,3
"76927035",23,2216478,8990687,38,2
"76927054",3,51648,206697,252,1
"76927207",4,89994,145042,139,2
"76927270",2,56550,148791,616,3
"76927275",4,52086,189033,220,1
"76927370",7,105687,160991,220,1
"76927498",2,23282,70680,467,3
"76927538",2,24596,26655,689,3
"76927580",41,2176997,7845752,48,2
"76927614",1,19407,67218,311,1
"76927657",1,21829,44993,311,1
"76927807",6,64336,87194,115,2
"76927820",83,1716358,4286452,24,2
"76927927",1,7261,9311,994,4
"76927962",1,44644,99736,836,4
"76927966",28,490789,1298928,693,3
"76927975",10,204601,646933,122,2
"76928077",15,309622,736917,54,2
"76928127",1,1266,8740,1010,4
"76928137",2,26386,26388,261,1
"76928153",2,91372,292218,221,1
"76928256",4,284583,648471,268,1
"76928303",3,102845,226469,938,4
"76928313",7,233144,591732,693,3
"76928314",7,169002,345289,81,2
"76928323",10,279251,491113,117,2
"76928398",12,154199,499595,143,2
"76928411",59,680381,1460950,55,2
"76928445",7,108004,418464,493,3
"76928449",29,865888,3232930,34,2
"76928493",9,107583,192569,49,2
"76928518",8,535282,1951232,159,2
"76928581",4,41658,108772,55,2
"76928587",4,25124,30582,1013,4
"76928660",2,345830,641950,153,2
"76928747",12,317626,1283295,322,1
"76928810",20,364392,1180592,37,2
"76928818",2,96268,274388,578,3
"76928874",2,32521,84605,833,4
"76928952",10,304308,654795,308,1
"76928989",13,360636,1102469,422,1
"76929017",5,63482,182084,47,2
"76929053",1,27587,60217,882,4
"76929074",5,97400,198648,250,1
"76929082",42,314242,1137004,273,1
"76929091",1,6815,12563,698,3
"76929123",42,1134119,4076114,26,2
"76929164",3,185156,937376,27,2
"76929171",71,2052658,6720529,28,2
"76929174",17,158292,562614,95,2
"76929179",10,429627,1616908,70,2
"76929209",5,121536,450000,450,1
"76929292",2,6068,11151,327,1
"76929293",28,347885,894283,140,2
"76929296",36,402885,980672,376,1
"76929310",1,25210,25210,213,1
"76929383",2,19071,100915,178,2
"76929384",7,215251,554823,172,2
"76929448",2,22435,22436,311,1
"76929495",6,124544,445040,355,1
"76929520",1,176323,495790,249,1
"76929546",5,111615,180388,335,1
"76929587",3,50752,50756,286,1
"76929606",2,56912,161312,831,4
"76929630",6,159107,338162,434,1
"76929673",1,17572,89548,889,4
"76929732",57,1677406,4865738,48,2
"76929768",3,22483,24562,612,3
"76929981",1,21190,110756,829,4
"76929995",14,378304,1481840,233,1
"76930015",3,208387,343696,24,2
"76930036",2,112612,339456,686,3
"76930056",21,946338,2989070,66,2
"76930076",2,78466,246368,471,3
"76930096",1,55185,162949,496,3
"76930103",30,159339,331382,735,3
"76930118",1,12390,78974,343,1
"76930210",2,5670,40025,388,1
"76930304",1,6760,18338,368,1
"76930325",2,5811,15530,109,2
"76930389",1,9663,9664,465,3
"76930396",6,161239,372049,56,2
"76930454",207,11245878,11388378,532,3
"76930466",7,78586,280017,53,2
"76930507",36,523524,1078520,130,2
"76930518",3,107941,330659,647,3
"76930637",1,29698,57193,914,4
"76930640",2,29074,29076,364,1
"76930641",84,1055337,3217312,39,2
"76930642",10,97838,369848,503,3
"76930702",1,95192,309748,664,3
"76930715",3,113120,341002,28,2
"76930811",209,4144976,12495657,28,2
"76930919",12,235163,615322,45,2
"76931095",1,3326,4924,866,4
"76931100",66,1763729,6600065,26,2
"76931115",2,48986,105278,189,2
"76931117",9,217772,950127,110,2
"76931137",24,370031,1159498,653,3
"76931204",25,589640,1799173,32,2
"76931272",4,90474,178728,941,4
"76931278",1,13735,31410,810,4
"76931350",21,369220,369249,172,2
"76931383",1,3891,15882,770,4
"76931392",2,14131,75606,966,4
"76931452",28,831811,1788032,38,2
"76931461",3,70250,70253,224,1
"76931512",2,11220,27723,262,1
"76931513",11,184853,610522,95,2
"76931607",3,111184,295860,24,2
"76931664",1,14870,48731,114,2
"76931670",2,38351,151243,257,1
"76931695",2,2519,4015,909,4
"76931698",4,49638,89634,1004,4
"76931701",4,164936,808337,201,1
"76931782",3,103086,282180,217,1
"76931831",4,658532,2074435,95,2
"76931841",3,200826,635636,474,3
"76931967",9,54690,325418,803,4
"76931979",1,6020,12597,311,1
"76932004",17,279429,844293,80,2
"76932033",6,148684,374947,228,1
"76932160",7,81329,198712,49,2
"76932201",22,343809,1082814,68,2
"76932207",10,515326,1910441,237,1
"76932255",1,6268,15958,798,4
"76932293",2,26293,43689,56,2
"76932325",1,12222,25194,462,3
"76932412",1,8916,21524,606,3
"76932494",1,63134,288152,1006,4
"76932501",18,272119,385399,111,2
"76932512",44,722726,1346428,42,2
"76932562",2,40334,40337,282,1
"76932617",8,73156,436992,381,1
"76932691",5,280673,817497,280,1
"76932718",9,387209,1167699,72,2
"76932732",7,168815,287015,248,1
"76932752",1,13090,58740,375,1
"76932812",2,126446,242542,105,2
"76932990",1,7643,12588,439,1
"76933006",28,2610882,8738130,56,2
"76933045",5,79638,227714,626,3
"76933069",4,29739,100187,685,3
"76933146",4,17501,62505,348,1
"76933153",3,65064,207295,462,3
"76933165",1,99328,186572,506,3
"76933212",9,244066,675601,294,1
"76933331",1,1381,5378,705,3
"76933397",11,113638,304784,73,2
"76933422",28,1495483,4484335,202,2
"76933434",16,193002,592480,256,1
"76933481",16,407006,1208055,178,2
"76933571",1,6233,12597,431,1
"76933648",26,192861,418062,122,2
"76933653",2,126459,266599,781,4
"76933687",6,173553,551637,634,3
"76933691",1,16302,16303,549,3
"76933692",13,177504,462311,80,2
"76933716",1,42562,152774,809,4
"76933760",11,1179724,3663772,121,2
"76933785",14,212587,616002,76,2
"76933797",9,82106,374759,531,3
"76933801",4,56222,160990,502,3
"76933814",3,33442,33445,181,2
"76933824",6,116518,281363,34,2
"76933860",2,3851,18126,189,2
"76933903",5,199278,463074,602,3
"76933908",29,651253,1288639,376,1
"76934142",1,11610,36958,609,3
"76934243",2,26992,64857,236,1
"76934245",60,2526368,7920909,28,2
"76934248",4,95278,262673,593,3
"76934310",2,5507,5714,109,2
"76934370",1,10640,16120,586,3
"76934403",3,100544,338792,283,1
"76934467",4,156382,443021,237,1
"76934513",1,2466,12756,224,1
"76934557",1,1847,4420,678,3
"76934562",92,3304394,10207709,63,2
"76934612",12,84329,237773,116,2
"76934668",6,236065,726955,230,1
"76934676",3,93326,177278,336,1
"76934690",1,21484,73916,279,1
"76934702",5,380154,1339341,159,2
"76934721",2,22436,22437,33,2
"76934940",5,315452,918438,117,2
"76934946",2,11794,72412,191,2
"76934994",59,1228992,3654975,26,2
"76935037",3,228355,784993,241,1
"76935048",13,615094,2441373,23,2
"76935192",4,249911,1295712,255,1
"76935217",1,2144,3344,307,1
"76935234",22,228742,728491,77,2
"76935321",5,103856,258641,793,4
"76935393",5,125002,733425,248,1
"76935404",20,147449,519405,713,3
"76935415",1,121930,282104,384,1
"76935425",2,47098,86858,181,2
"76935428",2,36120,57680,368,1
"76935436",29,300154,659762,125,2
"76935492",2,384082,1669238,360,1
"76935541",5,149367,490638,494,3
"76935567",4,107781,214329,720,3
"76935608",35,313541,653206,32,2
"76935619",1,8052,23496,671,3
"76935778",14,40715,80355,892,4
"76935794",2,41863,66132,971,4
"76935833",16,1465668,4921906,49,2
"76935918",2,45826,88724,678,3
"76935936",1,44272,129067,293,1
"76935972",13,228622,764315,286,1
"76935995",2,83586,311236,237,1
"76936095",6,84870,84875,42,2
"76936119",12,537743,1748560,179,2
"76936217",3,32857,32858,826,4
"76936327",1,13092,68824,993,4
"76936357",1,3540,5295,963,4
"76936415",1,5038,52000,510,3
"76936421",12,187589,417706,264,1
"76936432",83,6176318,21835897,52,2
"76936434",10,247131,574641,424,1
"76936435",22,499879,1809628,53,2
"76936445",2,40158,120907,83,2
"76936483",8,143089,470741,83,2
"76936577",2,208312,647684,468,3
"76936589",2,21343,21344,902,4
"76936620",13,45440,134963,483,3
"76936638",1,1418,4597,67,2
"76936672",1,9523,20413,238,1
"76936715",8,1494301,4624656,47,2
"76936787",97,5579875,15583210,25,2
"76936822",1,304080,1113216,224,1
"76936880",111,2124193,4103866,24,2
"76936904",23,470430,1562218,231,1
"76937043",1,7722,9438,454,1
"76937108",79,4585707,15560065,122,2
"76937143",1,5470,15160,1014,4
"76937182",3,220446,674880,630,3
"76937193",3,4759,18462,375,1
"76937336",3,150040,401984,160,2
"76937359",3,38200,72933,623,3
"76937362",11,142442,185996,39,2
"76937366",1,60210,225866,398,1
"76937388",1,21007,21008,859,4
"76937402",4,203316,799265,454,1
"76937475",1,11751,24740,711,3
"76937478",1,14482,26891,966,4
"76937486",3,28821,28823,115,2
"76937528",88,2090375,6400481,42,2
"76937541",17,449758,1154923,578,3
"76937744",5,19894,44698,747,3
"76937785",8,117222,123528,216,1
"76937812",7,246967,885049,277,1
"76937837",2,12297,28126,513,3
"76937876",40,973559,2586938,83,2
"76937893",21,282401,802669,175,2
"76938058",2,79724,220817,640,3
"76938141",3,443536,1563348,206,1
"76938178",1,7123,28340,867,4
"76938199",1,14537,14538,122,2
"76938234",67,831313,2297462,28,2
"76938243",2,19386,67210,564,3
"76938370",13,1282535,3107405,537,3
"76938502",2,125884,259603,24,2
"76938516",3,186972,312046,419,1
"76938578",6,384572,1102935,236,1
"76938592",3,172036,316608,257,1
"76938623",1,132594,419480,221,1
"76938643",10,963644,3086368,243,1
"76938704",2,84095,303146,896,4
"76938740",33,2588191,8321048,118,2
"76938754",2,78279,297647,406,1
"76938950",2,202148,887732,609,3
"76938973",2,11945,18991,643,3
"76938975",15,173927,298952,172,2
"76938989",26,245504,790952,28,2
"76939001",1,3340,5546,86,2
"76939022",21,562729,1634754,76,2
"76939056",13,308473,956507,77,2
"76939112",3,60180,117412,612,3
"76939159",31,2726865,9970342,114,2
"76939288",7,329414,969179,514,3
"76939316",5,94855,251183,284,1
"76939416",2,34607,96799,340,1
"76939476",1,7297,31429,444,1
"76939480",65,2452648,6428041,56,2
"76939490",5,55111,152916,851,4
"76939565",5,80933,183549,601,3
"76939628",13,611560,1949547,222,1
"76939649",6,149858,398823,579,3
"76939655",4,115514,404800,686,3
"76939690",2,223260,529094,181,2
"76939701",2,34452,34455,340,1
"76939767",8,939110,3907043,213,1
"76939838",473,20382035,60278880,24,2
"76939841",1,8779,33079,220,1
"76939876",127,2653626,6984747,27,2
"76939904",2,38150,38152,272,1
"76939971",1,3252,10916,404,1
"76940065",9,172195,312123,61,2
"76940077",2,148042,427786,76,2
"76940093",3,82237,359647,683,3
"76940094",7,132582,535996,310,1
"76940167",185,1101774,2887377,23,2
"76940171",14,98146,206094,79,2
"76940297",34,2590272,7981570,34,2
"76940337",3,25309,110799,403,1
"76940407",3,439624,1584768,403,1
"76940523",3,55270,250017,161,2
"76940545",5,335075,1191800,787,4
"76940556",1,8786,39487,420,1
"76940590",4,52097,52100,934,4
"76940653",3,36880,86648,220,1
"76940762",5,78737,78741,72,2
"76940847",6,74518,196916,1006,4
"76940862",2,23748,59400,546,3
"76940867",8,92849,92856,580,3
"76940874",468,23648925,68362236,24,2
"76940950",6,52653,147753,322,1
"76940957",23,278039,668862,168,2
"76941052",12,454340,801871,47,2
"76941068",1,59776,117586,98,2
"76941075",1,30042,70338,273,1
"76941076",2,124137,443673,474,3
"76941149",1,21398,32975,962,4
"76941151",21,376006,897899,38,2
"76941156",35,728160,2026668,66,2
"76941190",25,447870,1156175,25,2
"76941291",17,248586,898096,37,2
"76941335",27,866153,2647035,84,2
"76941348",1,24928,54034,1012,4
"76941373",1,7701,76975,781,4
"76941375",1,9244,9244,937,4
"76941422",2,40334,40337,196,2
"76941425",4,119525,323848,171,2
"76941431",19,925673,3452626,370,1
"76941442",1,6525,25521,318,1
"76941506",26,303154,342091,32,2
"76941527",31,1218353,3502455,452,1
"76941539",1,67686,122924,53,2
"76941541",10,153981,271578,65,2
"76941634",3,67221,197076,234,1
"76941656",2,14942,24535,865,4
"76941667",10,830242,2831428,48,2
"76941671",3,223860,410392,90,2
"76941690",19,528707,1405121,278,1
"76941700",33,1336606,4961874,255,1
"76941810",3,39908,39913,154,2
