Transportista	Origen	Destino	Ruta	Fecha Expedicion	Periodo Facturacion	Volumen	Peso	 Importe 
PDQ	Proveedores	Osorno	Proveedor - Sucursal	08-10-2025	45962	0,84	210	 $33.600 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	14-10-2025	45962	0,041	12	 $4.200 
PDQ	Matta	Iquique	Santiago - Sucursal	14-10-2025	45962	0,007	5	 $4.200 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	14-10-2025	45962	0,139	35	 $7.350 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	14-10-2025	45962	0,675	169	 $14.365 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	14-10-2025	45962	0,029	8	 $6.100 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	15-10-2025	45962	0,064	26	 $5.460 
PDQ	Concepcion	Los Libertadores	Sucursal - Sucursal	15-10-2025	45962	0,014	16	 $4.300 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	15-10-2025	45962	0,18	64	 $19.456 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	16-10-2025	45962	0,008	2	 $3.700 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	16-10-2025	45962	0,217	55	 $10.175 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	16-10-2025	45962	0,02	5	 $3.700 
PDQ	Antofagasta	Iquique	Sucursal - Sucursal	16-10-2025	45962	1,2	300	 $42.900 
PDQ	Antofagasta	Calama	Sucursal - Sucursal	16-10-2025	45962	0,023	15	 $7.905 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	16-10-2025	45962	0,72	180	 $45.720 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	16-10-2025	45962	0,007	16	 $3.700 
PDQ	Puerto Montt	CD Libertadores	Sucursal - Sucursal	16-10-2025	45962	0,003	1	 $6.100 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	16-10-2025	45962	0,016	4	 $3.700 
PDQ	Matta	Iquique	Santiago - Sucursal	16-10-2025	45962	0,004	2	 $4.200 
PDQ	Matta	Antofagasta	Santiago - Sucursal	16-10-2025	45962	0,004	2	 $3.700 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	17-10-2025	45962	0,015	4	 $3.700 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	17-10-2025	45962	0,265	67	 $12.395 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	17-10-2025	45962	0,01	3	 $3.700 
PDQ	CD Libertadores	Antofagasta	Santiago - Sucursal	17-10-2025	45962	0,032	8	 $3.700 
PDQ	CD Libertadores	Iquique	Santiago - Sucursal	17-10-2025	45962	0,002	1	 $4.200 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	17-10-2025	45962	0,009	3	 $5.104 
PDQ	Puerto Montt	CD Libertadores	Sucursal - Sucursal	17-10-2025	45962	0,007	2	 $6.100 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	17-10-2025	45962	0,183	46	 $19.826 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	20-10-2025	45962	1,919	480	 $95.040 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	20-10-2025	45962	0,357	99	 $15.840 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	20-10-2025	45962	0,144	36	 $5.760 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	20-10-2025	45962	0,028	7	 $3.700 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	20-10-2025	45962	0,008	2	 $3.700 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	20-10-2025	45962	0,031	8	 $3.200 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	20-10-2025	45962	0,068	17	 $3.700 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	20-10-2025	45962	0,14	35	 $6.475 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	20-10-2025	45962	0,088	22	 $4.070 
PDQ	Proveedores	Osorno	Proveedor - Sucursal	20-10-2025	45962	0,326	82	 $24.600 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	20-10-2025	45962	0,473	119	 $18.445 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	20-10-2025	45962	1,728	432	 $110.592 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	20-10-2025	45962	1,4	350	 $54.250 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	20-10-2025	45962	0,376	94	 $20.210 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	20-10-2025	45962	0,054	19	 $5.600 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	20-10-2025	45962	0,038	10	 $5.600 
PDQ	CD Libertadores	Puerto Montt	Santiago - Sucursal	20-10-2025	45962	0,027	7	 $6.100 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	20-10-2025	45962	0,36	90	 $25.020 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	20-10-2025	45962	0,007	2	 $5.104 
PDQ	Puerto Montt	Puerto Montt	Sucursal - Cliente	20-10-2025	45962	0,512	128	 $21.248 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	20-10-2025	45962	0,165	42	 $6.426 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	20-10-2025	45962	0,113	29	 $15.283 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	20-10-2025	45962	1,95	488	 $41.480 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	20-10-2025	45962	0,837	274	 $140.562 
PDQ	Proveedores	Valparaiso	Proveedor - Sucursal	20-10-2025	45962	0,47	118	 $10.502 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	20-10-2025	45962	0,512	128	 $15.616 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	20-10-2025	45962	0,512	137	 $23.290 
PDQ	Proveedores	Los Angeles	Proveedor - Sucursal	20-10-2025	45962	0,464	116	 $14.500 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	21-10-2025	45962	0,098	25	 $5.250 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	21-10-2025	45962	0,215	54	 $15.930 
PDQ	Los Angeles	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,4	100	 $25.000 
PDQ	Los Angeles	Matta	Sucursal - Sucursal	21-10-2025	45962	0,251	63	 $7.560 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	21-10-2025	45962	0,309	99	 $18.315 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	21-10-2025	45962	0,097	25	 $5.250 
PDQ	Proveedores	Matta	Proveedor - Sucursal	21-10-2025	45962	1,275	319	 $62.060 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	21-10-2025	45962	0,225	57	 $12.255 
PDQ	Proveedores	Talca	Proveedor - Sucursal	21-10-2025	45962	0,307	77	 $14.630 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	21-10-2025	45962	0,013	7	 $3.700 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	21-10-2025	45962	0,491	123	 $20.910 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	21-10-2025	45962	0,093	24	 $7.320 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	21-10-2025	45962	0,004	1	 $5.600 
PDQ	Proveedores	Osorno	Proveedor - Sucursal	21-10-2025	45962	0,007	10	 $6.000 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	21-10-2025	45962	0,008	2	 $3.700 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	21-10-2025	45962	0,085	22	 $6.490 
PDQ	Valdivia	Rancagua	Sucursal - Sucursal	21-10-2025	45962	0,077	20	 $13.640 
PDQ	Valdivia	Los Angeles	Sucursal - Sucursal	21-10-2025	45962	0,007	4	 $5.004 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	21-10-2025	45962	0,048	12	 $5.900 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	21-10-2025	45962	0,26	70	 $26.110 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	21-10-2025	45962	0,72	180	 $29.340 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	21-10-2025	45962	0,018	5	 $5.004 
PDQ	Valdivia	Matta	Sucursal - Sucursal	21-10-2025	45962	0,09	30	 $4.440 
PDQ	Valdivia	Osorno	Sucursal - Sucursal	21-10-2025	45962	0,06	15	 $9.795 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	21-10-2025	45962	0,323	81	 $23.895 
PDQ	Matta	Matta	Santiago - Sucursal	21-10-2025	45962	0,129	33	 $7.095 
PDQ	Matta	Los Angeles	Santiago - Sucursal	21-10-2025	45962	0,531	134	 $16.750 
PDQ	Matta	Valdivia	Santiago - Sucursal	21-10-2025	45962	0,748	205	 $32.800 
PDQ	Matta	Los Angeles	Santiago - Sucursal	21-10-2025	45962	0,189	48	 $11.520 
PDQ	Matta	Chillan	Santiago - Sucursal	21-10-2025	45962	0,624	156	 $19.032 
PDQ	Matta	Temuco	Santiago - Sucursal	21-10-2025	45962	5,25	3032	 $448.736 
PDQ	Matta	Temuco	Santiago - Sucursal	21-10-2025	45962	3,6	1720	 $254.560 
PDQ	Matta	Valdivia	Santiago - Sucursal	21-10-2025	45962	3,036	1190	 $190.400 
PDQ	Osorno	Osorno	Sucursal - Cliente	21-10-2025	45962	0,216	54	 $8.100 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,096	42	 $18.102 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,004	1	 $5.104 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,002	1	 $5.567 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,096	24	 $12.648 
PDQ	Curauma	Valdivia	Sucursal - Sucursal	21-10-2025	45962	0,041	16	 $23.216 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,048	12	 $7.920 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,001	1	 $5.567 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,016	5	 $5.567 
PDQ	Osorno	Matta	Sucursal - Sucursal	21-10-2025	45962	0,027	7	 $6.000 
PDQ	Talca	Chillan	Sucursal - Sucursal	21-10-2025	45962	0,064	16	 $9.472 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,6	150	 $24.900 
PDQ	Talca	CD Libertadores	Sucursal - Sucursal	21-10-2025	45962	0,005	2	 $3.800 
PDQ	Talca	Valparaiso	Sucursal - Sucursal	21-10-2025	45962	0,011	3	 $5.199 
PDQ	Talca	Talca	Sucursal - Cliente	21-10-2025	45962	0,03	21	 $1.995 
PDQ	Talca	CD Libertadores	Sucursal - Sucursal	21-10-2025	45962	0,023	6	 $3.800 
PDQ	Talca	Matta	Sucursal - Sucursal	21-10-2025	45962	2,34	585	 $28.080 
PDQ	Los Angeles	Matta	Sucursal - Sucursal	21-10-2025	45962	0,108	30	 $3.600 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	21-10-2025	45962	0,165	42	 $6.426 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	21-10-2025	45962	0,036	9	 $7.416 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	21-10-2025	45962	0,2	56	 $23.632 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	21-10-2025	45962	0,03	13	 $8.580 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	21-10-2025	45962	0,32	80	 $12.240 
PDQ	Puerto Montt	CD Libertadores	Sucursal - Sucursal	21-10-2025	45962	0,015	4	 $6.100 
PDQ	Puerto Montt	CD Libertadores	Sucursal - Sucursal	21-10-2025	45962	0,036	14	 $6.100 
PDQ	Puerto Montt	Talca	Sucursal - Sucursal	21-10-2025	45962	0,032	8	 $7.400 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	21-10-2025	45962	0,011	3	 $5.104 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	21-10-2025	45962	0,018	5	 $5.104 
PDQ	Puerto Montt	CD Libertadores	Sucursal - Sucursal	21-10-2025	45962	0,019	5	 $6.100 
PDQ	Matta	Chillan	Santiago - Sucursal	21-10-2025	45962	0,032	8	 $4.300 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	21-10-2025	45962	0,024	6	 $3.700 
PDQ	Temuco	Osorno	Sucursal - Sucursal	21-10-2025	45962	0,036	12	 $7.836 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	21-10-2025	45962	0,062	16	 $3.700 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	21-10-2025	45962	0,014	4	 $5.004 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	21-10-2025	45962	0,002	1	 $5.053 
PDQ	Temuco	Chillan	Sucursal - Sucursal	21-10-2025	45962	0,005	2	 $4.674 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,03	8	 $6.592 
PDQ	Temuco	Matta	Sucursal - Sucursal	21-10-2025	45962	0,119	30	 $4.200 
PDQ	Temuco	Vitacura	Sucursal - Sucursal	21-10-2025	45962	0,03	8	 $5.600 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,01	8	 $6.592 
PDQ	Temuco	Matta	Sucursal - Sucursal	21-10-2025	45962	0,499	125	 $9.250 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	21-10-2025	45962	0,027	7	 $4.200 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	21-10-2025	45962	0,027	7	 $3.700 
PDQ	Matta	Puerto Montt	Santiago - Sucursal	21-10-2025	45962	0,309	78	 $23.790 
PDQ	Matta	Temuco	Santiago - Sucursal	21-10-2025	45962	0,9	441	 $65.268 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	21-10-2025	45962	0,038	10	 $5.900 
PDQ	Concepcion	Los Libertadores	Sucursal - Sucursal	21-10-2025	45962	0,012	4	 $4.300 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	21-10-2025	45962	0,037	10	 $4.300 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	21-10-2025	45962	0,038	10	 $7.250 
PDQ	Concepcion	Matta	Sucursal - Sucursal	21-10-2025	45962	0,01	6	 $4.300 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	21-10-2025	45962	0,086	43	 $4.644 
PDQ	Concepcion	Matta	Sucursal - Sucursal	21-10-2025	45962	0,344	113	 $6.893 
PDQ	Concepcion	Valdivia	Sucursal - Sucursal	21-10-2025	45962	0,072	29	 $14.993 
PDQ	Matta	Chillan	Santiago - Sucursal	21-10-2025	45962	0,008	2	 $4.300 
PDQ	CD Libertadores	Los Libertadores	Santiago - Sucursal	21-10-2025	45962	0,013	6	 $4.300 
PDQ	Concepcion	Temuco	Sucursal - Sucursal	21-10-2025	45962	0,288	113	 $19.549 
PDQ	CD Libertadores	Antofagasta	Santiago - Sucursal	21-10-2025	45962	0,04	14	 $3.700 
PDQ	CD Libertadores	La Serena	Santiago - Sucursal	21-10-2025	45962	0,008	4	 $3.200 
PDQ	CD Libertadores	Talca	Santiago - Sucursal	21-10-2025	45962	0,025	7	 $3.800 
PDQ	CD Libertadores	Rancagua	Santiago - Sucursal	21-10-2025	45962	0,009	6	 $3.000 
PDQ	CD Libertadores	Concepcion	Santiago - Sucursal	21-10-2025	45962	0,063	16	 $4.300 
PDQ	CD Libertadores	Valdivia	Santiago - Sucursal	21-10-2025	45962	0,008	2	 $5.900 
PDQ	CD Libertadores	Valparaiso	Santiago - Sucursal	21-10-2025	45962	0,036	10	 $2.100 
PDQ	CD Libertadores	Calama	Santiago - Sucursal	21-10-2025	45962	0,008	10	 $3.800 
PDQ	CD Libertadores	Temuco	Santiago - Sucursal	21-10-2025	45962	0,086	22	 $6.160 
PDQ	Chillan	Talca	Sucursal - Sucursal	21-10-2025	45962	0,12	30	 $14.250 
PDQ	Matta	Temuco	Santiago - Sucursal	21-10-2025	45962	1,32	362	 $53.576 
PDQ	Chillan	Talca	Sucursal - Sucursal	21-10-2025	45962	0,088	27	 $12.825 
PDQ	Matta	Chillan	Santiago - Sucursal	21-10-2025	45962	1,62	625	 $76.250 
PDQ	Chillan	Chillan	Sucursal - Cliente	21-10-2025	45962	0,42	105	 $33.180 
PDQ	Chillan	Matta	Sucursal - Sucursal	21-10-2025	45962	0,009	3	 $4.300 
PDQ	Chillan	Puerto Montt	Sucursal - Sucursal	21-10-2025	45962	0,006	2	 $4.863 
PDQ	Chillan	Los Angeles	Sucursal - Sucursal	21-10-2025	45962	0,004	1	 $4.535 
PDQ	Chillan	Matta	Sucursal - Sucursal	21-10-2025	45962	0,156	150	 $9.150 
PDQ	Matta	Valdivia	Santiago - Sucursal	21-10-2025	45962	0,384	131	 $20.960 
PDQ	Matta	Valdivia	Santiago - Sucursal	21-10-2025	45962	0,96	371	 $59.360 
PDQ	Chillan	Valparaiso	Sucursal - Sucursal	21-10-2025	45962	0,034	9	 $8.109 
PDQ	Matta	Valdivia	Santiago - Sucursal	21-10-2025	45962	0,085	22	 $6.490 
PDQ	Matta	Temuco	Santiago - Sucursal	21-10-2025	45962	0,017	24	 $6.720 
PDQ	Matta	Temuco	Santiago - Sucursal	21-10-2025	45962	3,441	861	 $127.428 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	21-10-2025	45962	0,612	153	 $23.715 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	22-10-2025	45962	0,076	19	 $6.100 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	22-10-2025	45962	0,421	106	 $12.932 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	22-10-2025	45962	0,023	6	 $4.300 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	22-10-2025	45962	0,089	23	 $4.255 
PDQ	Proveedores	Calama	Proveedor - Sucursal	22-10-2025	45962	0,024	6	 $3.800 
PDQ	Proveedores	Valparaiso	Proveedor - Sucursal	22-10-2025	45962	0,07	18	 $2.100 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	22-10-2025	45962	0,021	6	 $4.200 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	22-10-2025	45962	0,034	10	 $3.700 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	22-10-2025	45962	0,115	62	 $13.330 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	22-10-2025	45962	0,002	3	 $5.600 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	22-10-2025	45962	0,048	58	 $10.730 
PDQ	Antofagasta	CD Libertadores	Sucursal - Sucursal	22-10-2025	45962	31,2	7800	 $663.000 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	22-10-2025	45962	0,384	150	 $44.550 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	22-10-2025	45962	0,008	8	 $5.552 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	22-10-2025	45962	0,07	18	 $3.700 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	22-10-2025	45962	0,065	17	 $3.200 
PDQ	Proveedores	Calama	Proveedor - Sucursal	22-10-2025	45962	0,024	6	 $3.800 
PDQ	Proveedores	Talca	Proveedor - Sucursal	22-10-2025	45962	0,061	19	 $3.800 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	22-10-2025	45962	0,121	31	 $9.455 
PDQ	Proveedores	Los Angeles	Proveedor - Sucursal	22-10-2025	45962	0,039	10	 $4.800 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	22-10-2025	45962	0,014	4	 $3.700 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	22-10-2025	45962	0,169	43	 $7.955 
PDQ	Matta	Valdivia	Santiago - Sucursal	22-10-2025	45962	0,066	49	 $14.455 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	22-10-2025	45962	0,044	11	 $3.200 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	22-10-2025	45962	0,128	32	 $6.720 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	22-10-2025	45962	0,121	31	 $5.735 
PDQ	Proveedores	Calama	Proveedor - Sucursal	22-10-2025	45962	0,03	8	 $3.800 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	22-10-2025	45962	0,062	33	 $7.095 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	22-10-2025	45962	0,013	4	 $5.900 
PDQ	Curauma	Los Angeles	Sucursal - Sucursal	22-10-2025	45962	1,108	277	 $73.405 
PDQ	Matta	Matta	Santiago - Sucursal	22-10-2025	45962	0,044	11	 $6.000 
PDQ	Matta	Valdivia	Santiago - Sucursal	22-10-2025	45962	1,717	430	 $68.800 
PDQ	Matta	Chillan	Santiago - Sucursal	22-10-2025	45962	0,439	110	 $13.420 
PDQ	Proveedores	Calama	Proveedor - Sucursal	22-10-2025	45962	0,023	19	 $3.800 
PDQ	Matta	Los Angeles	Santiago - Sucursal	22-10-2025	45962	0,17	43	 $10.320 
PDQ	CD Libertadores	Los Angeles	Santiago - Sucursal	22-10-2025	45962	0,008	2	 $4.800 
PDQ	CD Libertadores	Rancagua	Santiago - Sucursal	22-10-2025	45962	0,089	23	 $3.450 
PDQ	CD Libertadores	Chillan	Santiago - Sucursal	22-10-2025	45962	0,088	22	 $4.730 
PDQ	CD Libertadores	Talca	Santiago - Sucursal	22-10-2025	45962	0,047	12	 $3.800 
PDQ	CD Libertadores	Calama	Santiago - Sucursal	22-10-2025	45962	0,007	2	 $3.800 
PDQ	CD Libertadores	Antofagasta	Santiago - Sucursal	22-10-2025	45962	0,046	12	 $3.700 
PDQ	CD Libertadores	Iquique	Santiago - Sucursal	22-10-2025	45962	0,022	6	 $4.200 
PDQ	CD Libertadores	Puerto Montt	Santiago - Sucursal	22-10-2025	45962	0,073	19	 $6.100 
PDQ	CD Libertadores	Copiapo	Santiago - Sucursal	22-10-2025	45962	0,046	12	 $3.700 
PDQ	Concepcion	Temuco	Sucursal - Sucursal	22-10-2025	45962	0,025	7	 $5.145 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	22-10-2025	45962	0,602	151	 $9.211 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	22-10-2025	45962	0,144	36	 $16.884 
PDQ	Concepcion	Valdivia	Sucursal - Sucursal	22-10-2025	45962	1,08	435	 $86.565 
PDQ	Concepcion	Matta	Sucursal - Sucursal	22-10-2025	45962	0,392	98	 $10.584 
PDQ	Valdivia	Osorno	Sucursal - Sucursal	22-10-2025	45962	0,15	280	 $42.000 
PDQ	Valdivia	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,022	6	 $4.944 
PDQ	Concepcion	CD Libertadores	Sucursal - Sucursal	22-10-2025	45962	0,012	3	 $4.300 
PDQ	Valdivia	Matta	Sucursal - Sucursal	22-10-2025	45962	0,9	225	 $18.000 
PDQ	Concepcion	Talca	Sucursal - Sucursal	22-10-2025	45962	0,008	2	 $4.652 
PDQ	Concepcion	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,09	23	 $14.375 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	22-10-2025	45962	0,125	32	 $15.008 
PDQ	Valdivia	Osorno	Sucursal - Sucursal	22-10-2025	45962	0,004	1	 $5.053 
PDQ	Talca	Chillan	Sucursal - Sucursal	22-10-2025	45962	0,672	168	 $22.344 
PDQ	Talca	Concepcion	Sucursal - Sucursal	22-10-2025	45962	0,003	1	 $4.652 
PDQ	Talca	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,006	11	 $9.878 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,021	6	 $5.550 
PDQ	Talca	Matta	Sucursal - Sucursal	22-10-2025	45962	1,38	345	 $16.560 
PDQ	Talca	CD Libertadores	Sucursal - Sucursal	22-10-2025	45962	0,009	3	 $3.800 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,376	94	 $21.244 
PDQ	Puerto Montt	Vitacura	Sucursal - Sucursal	22-10-2025	45962	0,206	65	 $9.945 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	22-10-2025	45962	0,102	26	 $3.978 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	22-10-2025	45962	0,014	4	 $5.104 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	22-10-2025	45962	0,256	64	 $9.792 
PDQ	Puerto Montt	CD Libertadores	Sucursal - Sucursal	22-10-2025	45962	0,006	2	 $6.100 
PDQ	Puerto Montt	Los Angeles	Sucursal - Sucursal	22-10-2025	45962	0,025	24	 $12.648 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	22-10-2025	45962	0,176	44	 $18.964 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	22-10-2025	45962	0,4	100	 $9.300 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,02	23	 $12.121 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,042	11	 $7.260 
PDQ	Osorno	Osorno	Sucursal - Cliente	22-10-2025	45962	0,067	22	 $13.596 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,008	8	 $6.536 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	22-10-2025	45962	0,012	3	 $5.104 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,043	11	 $7.183 
PDQ	Chillan	Valparaiso	Sucursal - Sucursal	22-10-2025	45962	5,796	1449	 $195.615 
PDQ	Chillan	Valparaiso	Sucursal - Sucursal	22-10-2025	45962	0,005	2	 $5.407 
PDQ	Chillan	Valparaiso	Sucursal - Sucursal	22-10-2025	45962	0,206	52	 $21.840 
PDQ	Chillan	Matta	Sucursal - Sucursal	22-10-2025	45962	0,695	174	 $10.614 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	22-10-2025	45962	0,03	8	 $4.300 
PDQ	Matta	Matta	Santiago - Sucursal	22-10-2025	45962	6,935	1734	 $277.440 
PDQ	Matta	Temuco	Santiago - Sucursal	22-10-2025	45962	5,534	1384	 $204.832 
PDQ	Matta	Valdivia	Santiago - Sucursal	22-10-2025	45962	5,809	1591	 $254.560 
PDQ	Temuco	Temuco	Sucursal - Cliente	22-10-2025	45962	0,54	135	 $25.380 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,162	41	 $17.302 
PDQ	Temuco	Los Libertadores	Sucursal - Sucursal	22-10-2025	45962	0,023	11	 $5.600 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,09	23	 $12.121 
PDQ	Temuco	Temuco	Sucursal - Cliente	22-10-2025	45962	0,3	75	 $60.975 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,003	1	 $5.104 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,02	15	 $9.900 
PDQ	Temuco	Matta	Sucursal - Sucursal	22-10-2025	45962	0,017	5	 $5.600 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,006	5	 $5.104 
PDQ	Temuco	Matta	Sucursal - Sucursal	22-10-2025	45962	5,76	1440	 $106.560 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,002	1	 $5.104 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	22-10-2025	45962	1,2	300	 $45.000 
PDQ	Temuco	Osorno	Sucursal - Sucursal	22-10-2025	45962	0,003	1	 $5.053 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,004	1	 $5.104 
