Transportista	Origen	Destino	Ruta	Fecha Expedicion	Periodo Facturacion	Volumen	Peso	 Importe 
SAMEX	Copiapo	Concepcion	Sucursal - Sucursal	18-11-2025	45962	2,7	675	 $177.424 
SAMEX	Lira	Iquique	Sucursal - Sucursal	18-11-2025	45962	2,1	525	 $104.833 
SAMEX	Lira	Calama	Sucursal - Sucursal	18-11-2025	45962	0,6	150	 $27.076 
SAMEX	Lira	Antofagasta	Sucursal - Sucursal	18-11-2025	45962	0,603	150,75	 $25.628 
SAMEX	Lira	La Serena	Sucursal - Sucursal	18-11-2025	45962	1,26	315	 $39.303 
SAMEX	Matta	Antofagasta	Santiago - Sucursal	18-11-2025	45962	0,832	208	 $35.360 
SAMEX	Matta	La Serena	Santiago - Sucursal	18-11-2025	45962	0,84	210	 $26.202 
SAMEX	Matta	Calama	Santiago - Sucursal	18-11-2025	45962	2,601	650,25	 $117.376 
SAMEX	Matta	Iquique	Santiago - Sucursal	18-11-2025	45962	0,107	26,75	 $5.610 
SAMEX	La Serena	Proveedores	Sucursal - Cliente	18-11-2025	45962	0,041	10,25	 $2.971 
SAMEX	Copiapo	Calama	Sucursal - Sucursal	18-11-2025	45962	0,013	3,25	 $5.779 
SAMEX	La Serena	Antofagasta	Sucursal - Sucursal	18-11-2025	45962	0,22	55	 $7.761 
SAMEX	Antofagasta	Curauma	Sucursal - Sucursal	18-11-2025	45962	0,528	132	 $32.038 
SAMEX	La Serena	Copiapo	Sucursal - Sucursal	18-11-2025	45962	0,028	7	 $4.809 
SAMEX	La Serena	Antofagasta	Sucursal - Sucursal	18-11-2025	45962	0,008	2	 $2.971 
SAMEX	La Serena	Calama	Sucursal - Sucursal	18-11-2025	45962	0,012	3	 $6.071 
SAMEX	La Serena	Matta	Sucursal - Sucursal	18-11-2025	45962	0,017	4,25	 $2.971 
SAMEX	Antofagasta	Copiapo	Sucursal - Sucursal	18-11-2025	45962	0,024	6	 $4.752 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	18-11-2025	45962	1,772	443	 $75.310 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	18-11-2025	45962	3,316	829	 $165.536 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	18-11-2025	45962	0,015	3,75	 $4.416 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	18-11-2025	45962	0,088	22	 $4.614 
SAMEX	La Serena	Matta	Sucursal - Sucursal	18-11-2025	45962	0,008	2	 $2.971 
SAMEX	La Serena	Matta	Sucursal - Sucursal	18-11-2025	45962	0,583	145,75	 $16.367 
SAMEX	La Serena	Antofagasta	Sucursal - Sucursal	18-11-2025	45962	0,007	1,75	 $2.971 
SAMEX	Copiapo	Antofagasta	Sucursal - Sucursal	18-11-2025	45962	0,002	0,5	 $5.124 
SAMEX	Copiapo	Matta	Sucursal - Sucursal	18-11-2025	45962	0,005	1,25	 $4.644 
SAMEX	Antofagasta	Temuco	Sucursal - Sucursal	18-11-2025	45962	0,004	1	 $5.457 
SAMEX	Antofagasta	Proveedores	Sucursal - Cliente	18-11-2025	45962	0,069	17,25	 $4.191 
SAMEX	Antofagasta	Matta	Sucursal - Sucursal	18-11-2025	45962	0,004	1	 $3.571 
SAMEX	Antofagasta	Matta	Sucursal - Sucursal	18-11-2025	45962	0,004	1	 $3.571 
SAMEX	Antofagasta	Iquique	Sucursal - Sucursal	18-11-2025	45962	0,016	4	 $5.743 
SAMEX	Iquique	Copiapo	Sucursal - Sucursal	17-11-2025	45962	0,056	14	 $3.768 
SAMEX	Iquique	Antofagasta	Sucursal - Sucursal	17-11-2025	45962	0,228	57	 $10.743 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	17-11-2025	45962	2,112	528	 $89.760 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	17-11-2025	45962	0,792	198	 $31.037 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	17-11-2025	45962	3,12	780	 $122.265 
SAMEX	Proveedores	La Serena	Proveedor - Sucursal	17-11-2025	45962	0,008	2	 $3.301 
SAMEX	Proveedores	La Serena	Proveedor - Sucursal	17-11-2025	45962	3,864	966	 $120.528 
SAMEX	Proveedores	Calama	Proveedor - Sucursal	17-11-2025	45962	1,056	264	 $47.654 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	17-11-2025	45962	2,308	577	 $115.216 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	17-11-2025	45962	2,17	542,5	 $67.688 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	17-11-2025	45962	3,024	756	 $128.520 
SAMEX	Calama	Copiapo	Sucursal - Sucursal	17-11-2025	45962	0,008	2	 $4.877 
SAMEX	Calama	Antofagasta	Sucursal - Sucursal	17-11-2025	45962	0,017	4,25	 $4.937 
SAMEX	Calama	Curauma	Sucursal - Sucursal	17-11-2025	45962	0,057	14,25	 $4.291 
SAMEX	Calama	Antofagasta	Sucursal - Sucursal	17-11-2025	45962	0,033	8,25	 $4.937 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	17-11-2025	45962	0,015	3,75	 $3.968 
SAMEX	Calama	Matta	Sucursal - Sucursal	17-11-2025	45962	0,016	4	 $3.571 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	17-11-2025	45962	0,008	2	 $3.768 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	17-11-2025	45962	7,56	1890	 $377.397 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	17-11-2025	45962	1,44	360	 $56.430 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	17-11-2025	45962	1,32	330	 $59.568 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	17-11-2025	45962	1,38	345	 $58.650 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	17-11-2025	45962	3,3	825	 $129.319 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	17-11-2025	45962	2,13	532,5	 $106.330 
SAMEX	Copiapo	Calama	Sucursal - Sucursal	17-11-2025	45962	2,004	501	 $70.679 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	17-11-2025	45962	2,34	585	 $72.990 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	17-11-2025	45962	14,515	3628,75	 $724.592 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	17-11-2025	45962	1,2	300	 $59.904 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	17-11-2025	45962	1,5	375	 $46.789 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	17-11-2025	45962	1,98	495	 $77.591 
SAMEX	Matta	La Serena	Santiago - Sucursal	17-11-2025	45962	1,813	453,25	 $56.552 
SAMEX	Matta	Copiapo	Santiago - Sucursal	17-11-2025	45962	2,948	737	 $115.525 
SAMEX	Matta	Iquique	Santiago - Sucursal	17-11-2025	45962	0,035	8,75	 $4.416 
SAMEX	Matta	Antofagasta	Santiago - Sucursal	17-11-2025	45962	1,288	322	 $54.740 
SAMEX	Iquique	Copiapo	Sucursal - Sucursal	17-11-2025	45962	1,2	300	 $36.576 
SAMEX	Matta	Calama	Santiago - Sucursal	17-11-2025	45962	0,269	67,25	 $12.675 
SAMEX	Lira	Antofagasta	Sucursal - Sucursal	17-11-2025	45962	0,692	173	 $29.410 
SAMEX	Lira	Iquique	Sucursal - Sucursal	17-11-2025	45962	0,1	25	 $5.243 
SAMEX	Lira	Curauma	Sucursal - Sucursal	17-11-2025	45962	0,192	48	 $7.004 
SAMEX	Lira	La Serena	Sucursal - Sucursal	17-11-2025	45962	0,08	20	 $3.301 
SAMEX	Iquique	Calama	Sucursal - Sucursal	17-11-2025	45962	0,125	31,25	 $15.182 
SAMEX	Lira	Copiapo	Sucursal - Sucursal	17-11-2025	45962	0,308	77	 $13.874 
SAMEX	Matta	Antofagasta	Santiago - Sucursal	17-11-2025	45962	0,508	127	 $21.590 
SAMEX	Proveedores	Calama	Proveedor - Sucursal	17-11-2025	45962	1,824	456	 $82.312 
SAMEX	Copiapo	La Serena	Sucursal - Sucursal	17-11-2025	45962	0,5	125	 $10.346 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	17-11-2025	45962	0,01	2,5	 $3.768 
SAMEX	Antofagasta	Concepcion	Sucursal - Sucursal	17-11-2025	45962	0,008	2	 $5.471 
SAMEX	La Serena	Antofagasta	Sucursal - Sucursal	17-11-2025	45962	0,004	1	 $2.971 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	17-11-2025	45962	1,632	408	 $81.470 
SAMEX	La Serena	Iquique	Sucursal - Sucursal	17-11-2025	45962	0,071	17,75	 $6.399 
SAMEX	La Serena	Matta	Sucursal - Sucursal	17-11-2025	45962	0,01	2,5	 $2.971 
SAMEX	Proveedores	Curauma	Proveedor - Sucursal	17-11-2025	45962	0,84	210	 $22.761 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	17-11-2025	45962	1,02	255	 $39.971 
SAMEX	Antofagasta	Matta	Sucursal - Sucursal	17-11-2025	45962	0,004	1	 $3.571 
SAMEX	Antofagasta	Copiapo	Sucursal - Sucursal	17-11-2025	45962	0,0132	3,3	 $4.752 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	17-11-2025	45962	0,02	5	 $4.416 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	17-11-2025	45962	0,6	150	 $25.500 
SAMEX	La Serena	Calama	Sucursal - Sucursal	17-11-2025	45962	0,004	1	 $6.071 
SAMEX	La Serena	Matta	Sucursal - Sucursal	17-11-2025	45962	0,007	1,75	 $2.971 
SAMEX	La Serena	Matta	Sucursal - Sucursal	17-11-2025	45962	0,006	1,5	 $2.971 
SAMEX	Antofagasta	La Serena	Sucursal - Sucursal	17-11-2025	45962	0,014	3,5	 $4.884 
SAMEX	Antofagasta	Copiapo	Sucursal - Sucursal	17-11-2025	45962	0,004	1	 $4.752 
SAMEX	Antofagasta	Iquique	Sucursal - Sucursal	17-11-2025	45962	0,03	7,5	 $5.743 
SAMEX	Iquique	Copiapo	Sucursal - Sucursal	14-11-2025	45962	0,036	9	 $3.768 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	14-11-2025	45962	1,95	487,5	 $76.416 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	14-11-2025	45962	0,042	10,5	 $4.416 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	14-11-2025	45962	2,541	635,25	 $79.260 
SAMEX	Calama	Antofagasta	Sucursal - Sucursal	14-11-2025	45962	0,004	1	 $4.937 
SAMEX	Iquique	La Serena	Sucursal - Sucursal	14-11-2025	45962	0,6	150	 $18.716 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	14-11-2025	45962	1,8	450	 $76.500 
SAMEX	Calama	Matta	Sucursal - Sucursal	14-11-2025	45962	0,034	8,5	 $3.571 
SAMEX	Proveedores	Calama	Proveedor - Sucursal	14-11-2025	45962	4,4	1100	 $198.560 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	14-11-2025	45962	0,028	7	 $3.768 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	14-11-2025	45962	0,004	1	 $3.968 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	14-11-2025	45962	3,024	756	 $136.465 
SAMEX	Calama	Copiapo	Sucursal - Sucursal	14-11-2025	45962	0,004	1	 $4.877 
SAMEX	Calama	La Serena	Sucursal - Sucursal	14-11-2025	45962	0,052	13	 $5.009 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	14-11-2025	45962	1,752	438	 $79.063 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	14-11-2025	45962	1,584	396	 $79.074 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	14-11-2025	45962	1,32	330	 $56.100 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	14-11-2025	45962	0,432	108	 $16.929 
SAMEX	Proveedores	La Serena	Proveedor - Sucursal	14-11-2025	45962	0,52	130	 $16.220 
SAMEX	Matta	La Serena	Santiago - Sucursal	14-11-2025	45962	6	1500	 $187.155 
SAMEX	Matta	Copiapo	Santiago - Sucursal	14-11-2025	45962	1,18	295	 $46.241 
SAMEX	Matta	Antofagasta	Santiago - Sucursal	14-11-2025	45962	0,6	150	 $25.500 
SAMEX	Matta	Calama	Santiago - Sucursal	14-11-2025	45962	0,024	6	 $3.968 
SAMEX	Curauma	Copiapo	Sucursal - Sucursal	19-11-2025	45962	0,004	1	 $5.263 
SAMEX	Matta	Iquique	Santiago - Sucursal	14-11-2025	45962	0,35	87,5	 $18.352 
SAMEX	Antofagasta	Matta	Sucursal - Sucursal	14-11-2025	45962	0,024	6	 $3.571 
SAMEX	Antofagasta	Matta	Sucursal - Sucursal	14-11-2025	45962	0,005	1,25	 $3.571 
SAMEX	Curauma	Antofagasta	Sucursal - Sucursal	19-11-2025	45962	0,024	6	 $5.870 
SAMEX	Antofagasta	Copiapo	Sucursal - Sucursal	14-11-2025	45962	0,004	1	 $4.752 
SAMEX	Copiapo	Matta	Sucursal - Sucursal	14-11-2025	45962	0,001	0,25	 $4.644 
SAMEX	Copiapo	Antofagasta	Sucursal - Sucursal	14-11-2025	45962	0,002	0,5	 $5.124 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	14-11-2025	45962	0,016	4	 $4.416 
SAMEX	Proveedores	La Serena	Proveedor - Sucursal	14-11-2025	45962	0,048	12	 $3.301 
SAMEX	Proveedores	Calama	Proveedor - Sucursal	14-11-2025	45962	0,092	23	 $4.335 
SAMEX	Proveedores	Curauma	Proveedor - Sucursal	14-11-2025	45962	0,028	7	 $3.001 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	14-11-2025	45962	0,268	67	 $12.628 
SAMEX	La Serena	Antofagasta	Sucursal - Sucursal	14-11-2025	45962	0,014	3,5	 $5.392 
SAMEX	La Serena	Curauma	Sucursal - Sucursal	14-11-2025	45962	0,028	7	 $3.905 
SAMEX	Antofagasta	Matta	Sucursal - Sucursal	14-11-2025	45962	0,006	1,5	 $3.571 
SAMEX	Antofagasta	Proveedores	Sucursal - Cliente	14-11-2025	45962	0,014	3,5	 $3.571 
SAMEX	Antofagasta	Matta	Sucursal - Sucursal	14-11-2025	45962	0,12	30	 $5.089 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	14-11-2025	45962	0,564	141	 $22.102 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	14-11-2025	45962	1,28	320	 $63.898 
SAMEX	Lira	Iquique	Sucursal - Sucursal	13-11-2025	45962	0,006	1,5	 $4.416 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	13-11-2025	45962	0,039	9,75	 $3.768 
SAMEX	Lira	Antofagasta	Sucursal - Sucursal	13-11-2025	45962	0,336	84	 $15.832 
SAMEX	Lira	Iquique	Sucursal - Sucursal	13-11-2025	45962	0,9	225	 $44.928 
SAMEX	Lira	Antofagasta	Sucursal - Sucursal	13-11-2025	45962	0,1	25	 $4.712 
SAMEX	Proveedores	La Serena	Proveedor - Sucursal	13-11-2025	45962	1,155	288,75	 $36.027 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	13-11-2025	45962	0,192	48	 $8.648 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	13-11-2025	45962	3,3	825	 $164.737 
SAMEX	Lira	Iquique	Sucursal - Sucursal	13-11-2025	45962	6,24	1560	 $311.502 
SAMEX	Lira	Calama	Sucursal - Sucursal	13-11-2025	45962	1,972	493	 $88.991 
SAMEX	Lira	Copiapo	Sucursal - Sucursal	13-11-2025	45962	4,86	1215	 $190.451 
SAMEX	Lira	La Serena	Sucursal - Sucursal	13-11-2025	45962	0,78	195	 $24.330 
SAMEX	Lira	Copiapo	Sucursal - Sucursal	13-11-2025	45962	3,1	775	 $121.481 
SAMEX	Lira	La Serena	Sucursal - Sucursal	13-11-2025	45962	3,096	774	 $96.572 
SAMEX	Lira	Copiapo	Sucursal - Sucursal	13-11-2025	45962	3,528	882	 $138.254 
SAMEX	Calama	Proveedores	Sucursal - Cliente	13-11-2025	45962	0,427	106,75	 $17.342 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	14-11-2025	45962	2,516	629	 $113.540 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	14-11-2025	45962	0,96	240	 $37.620 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	14-11-2025	45962	2,404	601	 $120.008 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	13-11-2025	45962	2,34	585	 $72.990 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	13-11-2025	45962	5,056	1264	 $214.880 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	13-11-2025	45962	2,35	587,5	 $99.875 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	13-11-2025	45962	3,36	840	 $167.732 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	13-11-2025	45962	4,812	1203	 $217.152 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	13-11-2025	45962	1,44	360	 $71.885 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	13-11-2025	45962	2,541	635,25	 $79.260 
SAMEX	Copiapo	Proveedores	Sucursal - Cliente	13-11-2025	45962	3,78	945	 $51.795 
SAMEX	Antofagasta	Copiapo	Sucursal - Sucursal	13-11-2025	45962	0,062	15,5	 $4.752 
SAMEX	Matta	Iquique	Santiago - Sucursal	13-11-2025	45962	15	3750	 $748.804 
SAMEX	Matta	Antofagasta	Santiago - Sucursal	13-11-2025	45962	0,363	90,75	 $17.104 
SAMEX	Matta	La Serena	Santiago - Sucursal	13-11-2025	45962	1,8	450	 $56.147 
SAMEX	Iquique	CD Lo Ruiz	Sucursal - Sucursal	13-11-2025	45962	3,168	792	 $- 
SAMEX	Matta	Calama	Santiago - Sucursal	13-11-2025	45962	0,037	9,25	 $3.968 
SAMEX	Matta	Copiapo	Santiago - Sucursal	13-11-2025	45962	0,6	150	 $23.513 
SAMEX	Iquique	Antofagasta	Sucursal - Sucursal	13-11-2025	45962	0,288	72	 $33.028 
SAMEX	Copiapo	Copiapo	Sucursal - Cliente	13-11-2025	45962	1,8	450	 $63.484 
SAMEX	La Serena	Matta	Sucursal - Sucursal	13-11-2025	45962	0,004	1	 $2.971 
SAMEX	Copiapo	La Serena	Sucursal - Sucursal	13-11-2025	45962	0,038	9,5	 $4.688 
SAMEX	La Serena	Vitacura	Sucursal - Sucursal	13-11-2025	45962	0,004	1	 $2.971 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	13-11-2025	45962	6,54	1635	 $326.478 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	13-11-2025	45962	0,524	131	 $22.270 
SAMEX	Matta	La Serena	Santiago - Sucursal	13-11-2025	45962	0,24	60	 $9.407 
SAMEX	La Serena	Matta	Sucursal - Sucursal	13-11-2025	45962	0,005	1,25	 $2.971 
SAMEX	Proveedores	Curauma	Proveedor - Sucursal	13-11-2025	45962	1,2	300	 $26.844 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	13-11-2025	45962	2,25	562,5	 $88.172 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	13-11-2025	45962	1,44	360	 $61.200 
SAMEX	Copiapo	Proveedores	Sucursal - Cliente	13-11-2025	45962	0,4	100	 $51.291 
SAMEX	Proveedores	Calama	Proveedor - Sucursal	13-11-2025	45962	0,016	4	 $3.968 
SAMEX	Copiapo	La Serena	Sucursal - Sucursal	13-11-2025	45962	0,008	2	 $4.688 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	13-11-2025	45962	0,028	7	 $4.416 
SAMEX	Lira	Iquique	Sucursal - Sucursal	12-11-2025	45962	0,06	15	 $4.416 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	12-11-2025	45962	1,35	337,5	 $57.375 
SAMEX	Lira	La Serena	Sucursal - Sucursal	12-11-2025	45962	7,2	1800	 $224.586 
SAMEX	Lira	Copiapo	Sucursal - Sucursal	12-11-2025	45962	7,344	1836	 $287.793 
SAMEX	Lira	Calama	Sucursal - Sucursal	12-11-2025	45962	2,29	572,5	 $103.341 
SAMEX	Lira	Antofagasta	Sucursal - Sucursal	12-11-2025	45962	0,516	129	 $21.930 
SAMEX	Lira	Iquique	Sucursal - Sucursal	12-11-2025	45962	3,128	782	 $156.151 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	12-11-2025	45962	1,68	420	 $52.403 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	12-11-2025	45962	0,84	210	 $32.918 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	12-11-2025	45962	2,412	603	 $108.847 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	12-11-2025	45962	0,037	9,25	 $3.301 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	12-11-2025	45962	0,016	4	 $3.301 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	12-11-2025	45962	1,92	480	 $81.600 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	12-11-2025	45962	0,04	10	 $3.301 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	12-11-2025	45962	2,428	607	 $103.190 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	12-11-2025	45962	1,44	360	 $71.885 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	12-11-2025	45962	1,86	465	 $83.937 
SAMEX	Curauma	Copiapo	Sucursal - Sucursal	12-11-2025	45962	0,008	2	 $5.263 
SAMEX	Matta	La Serena	Santiago - Sucursal	12-11-2025	45962	0,036	9	 $3.301 
SAMEX	Matta	Antofagasta	Santiago - Sucursal	12-11-2025	45962	3,15	787,5	 $133.875 
SAMEX	Calama	La Serena	Sucursal - Sucursal	12-11-2025	45962	0,036	9	 $5.009 
SAMEX	Matta	Iquique	Santiago - Sucursal	12-11-2025	45962	2,16	540	 $107.828 
SAMEX	Matta	Copiapo	Santiago - Sucursal	12-11-2025	45962	0,9	225	 $35.269 
SAMEX	Calama	Antofagasta	Sucursal - Sucursal	12-11-2025	45962	0,013	3,25	 $4.937 
SAMEX	Copiapo	Copiapo	Sucursal - Cliente	12-11-2025	45962	0,768	192	 $27.086 
SAMEX	Calama	Valdivia	Sucursal - Sucursal	12-11-2025	45962	0,166	41,5	 $24.156 
SAMEX	Matta	Calama	Santiago - Sucursal	12-11-2025	45962	0,042	10,5	 $3.968 
SAMEX	Matta	La Serena	Santiago - Sucursal	12-11-2025	45962	0,72	180	 $22.459 
SAMEX	Iquique	Antofagasta	Sucursal - Sucursal	12-11-2025	45962	0,02	5	 $5.032 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	12-11-2025	45962	1,316	329	 $51.571 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	12-11-2025	45962	0,127	31,75	 $6.659 
SAMEX	Antofagasta	Curauma	Sucursal - Sucursal	12-11-2025	45962	0,05	12,5	 $4.191 
SAMEX	Antofagasta	Calama	Sucursal - Sucursal	12-11-2025	45962	0,005	1,25	 $5.432 
SAMEX	La Serena	Matta	Sucursal - Sucursal	12-11-2025	45962	0,004	1	 $2.971 
SAMEX	La Serena	Curauma	Sucursal - Sucursal	12-11-2025	45962	0,356	89	 $38.351 
SAMEX	La Serena	Curauma	Sucursal - Sucursal	12-11-2025	45962	0,169	42,25	 $18.206 
SAMEX	La Serena	Antofagasta	Sucursal - Sucursal	12-11-2025	45962	0,012	3	 $5.392 
SAMEX	Antofagasta	Curauma	Sucursal - Sucursal	12-11-2025	45962	0,005	1,25	 $4.191 
SAMEX	Copiapo	Matta	Sucursal - Sucursal	12-11-2025	45962	0,136	34	 $5.513 
SAMEX	Lira	Copiapo	Sucursal - Sucursal	11-11-2025	45962	0,004	1	 $3.768 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	11-11-2025	45962	0,3	75	 $14.135 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	11-11-2025	45962	1,44	360	 $71.885 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	11-11-2025	45962	0,557	139,25	 $21.827 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	11-11-2025	45962	0,696	174	 $29.580 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	11-11-2025	45962	0,02	5	 $3.968 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	11-11-2025	45962	10,14	2535	 $397.361 
SAMEX	Proveedores	La Serena	Proveedor - Sucursal	11-11-2025	45962	0,748	187	 $23.332 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	11-11-2025	45962	0,004	1	 $4.416 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	11-11-2025	45962	0,612	153	 $23.983 
SAMEX	Proveedores	Antofagasta	Proveedor - Sucursal	11-11-2025	45962	0,3	75	 $14.135 
SAMEX	Proveedores	La Serena	Proveedor - Sucursal	11-11-2025	45962	3,6	900	 $112.293 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	11-11-2025	45962	0,044	11	 $4.416 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	11-11-2025	45962	2,93	732,5	 $124.525 
SAMEX	Matta	Calama	Santiago - Sucursal	11-11-2025	45962	0,135	33,75	 $6.361 
SAMEX	Proveedores	Calama	Proveedor - Sucursal	11-11-2025	45962	0,052	13	 $3.968 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	11-11-2025	45962	0,6	150	 $25.500 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	11-11-2025	45962	2,476	619	 $123.603 
SAMEX	CD Lo Ruiz	Iquique	Santiago - Sucursal	11-11-2025	45962	1,32	330	 $65.895 
SAMEX	Calama	Matta	Sucursal - Sucursal	11-11-2025	45962	0,084	21	 $3.571 
SAMEX	CD Lo Ruiz	Copiapo	Santiago - Sucursal	11-11-2025	45962	0,252	63	 $11.351 
SAMEX	Calama	Antofagasta	Sucursal - Sucursal	11-11-2025	45962	3,232	808	 $43.382 
SAMEX	CD Lo Ruiz	Calama	Santiago - Sucursal	11-11-2025	45962	2,94	735	 $132.674 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	11-11-2025	45962	1,08	270	 $33.688 
SAMEX	CD Lo Ruiz	Antofagasta	Santiago - Sucursal	11-11-2025	45962	1,38	345	 $58.650 
SAMEX	CD Lo Ruiz	La Serena	Santiago - Sucursal	11-11-2025	45962	1,288	322	 $40.176 
SAMEX	Proveedores	Copiapo	Proveedor - Sucursal	11-11-2025	45962	13,104	3276	 $513.513 
SAMEX	Matta	La Serena	Santiago - Sucursal	11-11-2025	45962	0,15	37,5	 $5.880 
SAMEX	Matta	Iquique	Santiago - Sucursal	11-11-2025	45962	0,06	15	 $4.416 
SAMEX	Matta	Calama	Santiago - Sucursal	11-11-2025	45962	1,28	320	 $57.763 
SAMEX	Matta	Copiapo	Santiago - Sucursal	11-11-2025	45962	2,42	605	 $94.834 
SAMEX	Matta	Antofagasta	Santiago - Sucursal	11-11-2025	45962	1,5	375	 $63.750 
SAMEX	Proveedores	Iquique	Proveedor - Sucursal	11-11-2025	45962	1,864	466	 $93.051 
SAMEX	Proveedores	Curauma	Proveedor - Sucursal	11-11-2025	45962	0,556	139	 $12.438 
SAMEX	Matta	La Serena	Santiago - Sucursal	11-11-2025	45962	0,8	200	 $24.954 
SAMEX	Matta	Iquique	Santiago - Sucursal	11-11-2025	45962	0,164	41	 $8.599 
